"Project name","Tromso herbarium code","BOLD code","Species","Family","NCBI TaxonID","NCBI corrected TaxonID","NCBI TaxonID note","Collection date","Collection month","Sample collector","Country","Sampling location","Sampling latitude","Sampling longitude","Sample age when extracted","Weight of extracted material","Extraction concentration (ng/uL)","library","read_count","Chloroplast length","Chloroplast contigs","Chloroplast coverage","nrDNA length","nrDNA contigs","nrDNA coverage"
"batch01","TROM_V_201835","TROM_V_201835_sg","Betula nana subsp. exilis","Betulaceae",717482,717482,,19/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, Alaska Range: McKinley Park, Cathedral Mt.",62.4189,-152.622,45,0.0305,4.36,"CDM:AKE",8975714,135160,8,71.2,"NA","NA","NA"
"batch01","TROM_V_135084","TROM_V_135084_sg","Potentilla hyparctica","Rosaceae",395303,395303,,09/07/2002,"July","Elvebakk, Arve: Nilsen, Lennart","Norway","Norway, Svalbard, Ny-Friesland, Wijdefjorden, E side. N side of Flatoyrdalen, 3-4 km from the sea.",79.2856,16.1127,15,0.0383,68.2,"BXA:CJI",10894052,156149,1,66.3,7536,1,35.4
"batch01","TROM_V_46577","TROM_V_46577_sg","Anthoxanthum aristatum","Poaceae",388693,388693,,22/06/1972,"June","Harald Knutz,","Denmark","Denmark, Sonderjylland: Genner hule, ca 4 km nord for Aabenraa (Distr. 48)",55.111,9.44,46,0.0431,39.1,"CDM:AUX",6326720,113012,5,19.3,8291,1,173.7
"batch01","TROM_V_48676","TROM_V_48676_sg","Arum orientale","Araceae",491976,491976,,22/05/1973,"May","Harald Knutz,","Denmark","Denmark, Sonderjylland: Ved `Knapstien`, Aabenraa (distr. 48)",55.057,9.458,45,0.0457,28.6,"CDM:AVM",8453790,161984,1,272,8939,1,51.3
"batch01","TROM_V_13430","TROM_V_13430_sg","Atriplex laciniata","Chenopodiaceae",325519,325519,,20/08/1980,"August","Reidar Elven,","Norway","Norway, Vest-Agder, Farsund, Lista: Nordhasselstranda,",58.09,6.62,38,0.0359,5.02,"CDM:AHP",13550318,152004,1,86.9,"NA","NA","NA"
"batch01","TROM_V_145699","TROM_V_145699_sg","Avena fatua","Poaceae",4499,4499,,17/09/1951,"September","Einar Fondal,","Norway","Norway, Sor-Trondelag, Skaun, Buvik : Buvik Molle.Midtre omrade.",63.311,10.16,67,0.0286,4.54,"CDM:APO",7822582,213774,1,30.1,8006,1,276.2
"batch01","TROM_V_48865","TROM_V_48865_sg","Briza maxima","Poaceae",29665,29665,,11/08/1960,"August","John Cristofferson,","Sweden","Sweden, Smaland, Smaland: Ljunga socken.",56.74,13.96,58,0.0181,7.66,"CDM:AOX",8491122,214234,1,38.6,7855,1,236.3
"batch01","TROM_V_49036","TROM_V_49036_sg","Bromus racemosus","Poaceae",55767,55767,,16/06/1970,"June","Stig Jeppesen, Lauritz Holm-Nielsen,","Denmark","Denmark, Danmark: Voervadsbro S of Rye.",56.01,9.71,48,0.0369,30.8,"CDM:AUL",11476860,215210,1,26.6,8326,1,321.9
"batch01","TROM_V_143485","TROM_V_143485_sg","Buglossoides arvensis","Boraginaceae",181181,181181,,25/05/1971,"May","Vilhelm Dalgaard, Niels Jacobsen, Kaj Vollesen","Denmark","Denmark, Zealand: Estershoj, Hove. Edge of road: associated",55.55,10.67,47,0.016,15.4,"CDM:AKX",10013100,150877,1,92.6,"NA","NA","NA"
"batch01","TROM_V_49087","TROM_V_49087_sg","Butomus umbellatus","Butomaceae",50236,50236,,10/07/1971,"July","Peder Pedersen, Stig Jeppesen,","Denmark","Denmark, Danmark: Lake Mosso, at Vorladegard, ca. 10 km W of Skanderborg.",56.03,9.74,47,0.0606,44.6,"CDM:AUJ",13267428,126102,7,48.9,7173,1,402.6
"batch01","TROM_V_49157","TROM_V_49157_sg","Calamagrostis arundinacea","Poaceae",389630,389630,,10/07/1970,"July","Inger Bolt Jorgensen, Carsten Gottlieb Hansen, Jette Svendsen","Denmark","Denmark, Danmark: Jylland: Orekjaer, Silkeborg Sonderskov.",56.12,9.6,48,0.02868,17.9,"CDM:AUI",7131232,"NA","NA","NA",6434,1,187.3
"batch01","TROM_V_145900","TROM_V_145900_sg","Calamagrostis canescens","Poaceae",1155255,1155255,,27/07/1999,"July","Reino Fagersten, K. Nisula, P. Renvall","Finland","Finland, Pohjois-Savo, [Savonia borealis] Sb, Kuopio: Kuhastenlahti, on shallow lake shore.",62.76,27.71,19,0.0268,31.1,"CDM:AUH",10137806,"NA","NA","NA",6637,1,212.3
"batch01","TROM_V_51015","TROM_V_51015_sg","Calamagrostis varia","Poaceae",1000416,1000416,,26/07/1983,"July","Karl-Dag Vorren,","Sweden","Sweden, Gotland, Gotland: Gothem, Aminne. Roadside",57.61,18.75,35,0.0217,29.6,"CDM:ATJ",10560096,136794,1,53.1,7684,1,79.3
"batch01","TROM_V_170856","TROM_V_170856_sg","Calystegia soldanella","Convolvulaceae",136204,136204,,02/08/1972,"August","Eva Kullberg, Benjamin Ollgaard, Stig Jeppesen","Denmark","Denmark, In outer dunes along the coast at Svinklov N of fjerritslev",57.153,9.32,46,0.025,13.6,"CDM:AOK",11987934,152321,1,356.3,8243,1,844
"batch01","TROM_V_114495","TROM_V_114495_sg","Cardamine impatiens","Brassicaceae",82286,82286,,04/06/1971,"June","Harald Knutz,","Denmark","Denmark, Rise enge vest for Aabenraa. (distr. 48)",55.05,9.39,47,0.0242,1.03,"CDM:AID",6158332,145993,34,27.5,"NA","NA","NA"
"batch01","TROM_V_56285","TROM_V_56285_sg","Carex atherodes","Cyperaceae",912382,912382,,18/07/1969,"July","Kalevi Alho, Unto Laine,","Finland","Finland, Kainuu, Finland: Ostrobottnia kajanensis (OK), Paltamo, Mieslahti.",64.39,27.9,49,0.0311,16.7,"CDM:AVP",7834018,"NA","NA","NA",6825,1,515.4
"batch01","TROM_V_89680","TROM_V_89680_sg","Carex bigelowii subsp. lugens","Cyperaceae",395287,395287,,16/07/1998,"July","Dietbert Thannheiser,","Canada","Canada, Nunavut: Victoria Island , Richardson Island, Johansen Bay.",68.57,-110.72,20,0.0411,25.3,"CDM:ASI",24695222,"NA","NA","NA",8468,1,450.2
"batch01","TROM_V_8381","TROM_V_8381_sg","Carex disticha","Cyperaceae",240695,240695,,26/06/1904,"June","R. E. Fridtz,","Norway","Norway, Buskerud, Hole, N. Sonerud",60.12,10.28,114,0.0552,1.44,"CDM:APL",11124454,"NA","NA","NA",6569,1,109.9
"batch01","TROM_V_167146","TROM_V_167146_sg","Carex elata","Cyperaceae",241206,241206,,30/06/1975,"June","Unto Laine, Jaakko Nurmi,","Finland","Finland, Finland Proper, Regio aboensis, Kisko. on the south west shore of Maeaerjaervi lake near Aitsaari farm  in Multsilta village.",60.2,23.5335,43,0.0248,5.98,"CDM:AHC",7119514,"NA","NA","NA",6825,1,205.9
"batch01","TROM_V_75125","TROM_V_75125_sg","Carex hirta","Cyperaceae",15193,15193,,29/07/1991,"July","Raino Lampinen, Tuula Lampinen,","Finland","Finland, Ahvenanmaa, Aland: Sund, Kastelholm. 700 m NNE of the castle. By the road to the church of Sund, less than 100 m N of the main road Mariehamn - Bomarsund.",60.24,20.09,27,0.0318,14.2,"CDM:AUB",5024550,"NA","NA","NA",7826,1,194.2
"batch01","TROM_V_75263","TROM_V_75263_sg","Carex lepidocarpa subsp. jemtlandica","Cyperaceae",1088035,1088035,,28/07/1977,"July","Reidar Elven,","Sweden","Sweden, Jaemtland, Kyrkas nord for Storsjoen.",63.31,14.2,41,0.0362,12,"CDM:ATZ",7230050,"NA","NA","NA",7932,1,73.7
"batch01","TROM_V_75595","TROM_V_75595_sg","Carex ligerica","Cyperaceae",240664,240664,,13/07/1984,"July","Reidar Elven,","Sweden","Sweden, Orebro, Sandby: Vaelle nord for S.Sandby.",55.75,13.34,34,0.0306,13.9,"CDM:ATV",10110718,"NA","NA","NA",12753,1,71.1
"batch01","TROM_V_73765","TROM_V_73765_sg","Carex lyngbyei","Cyperaceae",657479,657479,,07/09/1989,"September","Arve Elvebakk,","Iceland","Iceland, Island: Akureyri, 2-3 km S of the city.",66.66,-18.05,29,0.0367,19.9,"CDM:ATT",7479824,"NA","NA","NA",6201,1,748.1
"batch01","TROM_V_90293","TROM_V_90293_sg","Carex marina subsp. marina","Cyperaceae",741073,741073,,28/07/1986,"July","Dietbert Thannheiser,","Canada","Canada, Nunavut: Victoria Island, Richardson Island..",68.56,-110.71,32,0.0219,6.97,"CDM:AOQ",7871074,"NA","NA","NA",7640,1,416.7
"batch01","TROM_V_103356","TROM_V_103356_sg","Carex pilulifera","Cyperaceae",140848,140848,,29/06/1966,"June","Knud Barfod,","Denmark","Denmark, Sjaelland, Radvad, N-Sjaelland.",55.81,12.56,52,0.0253,8.66,"CDM:AOT",9691184,"NA","NA","NA",8681,1,783.8
"batch01","TROM_V_123988","TROM_V_123988_sg","Carex tomentosa","Cyperaceae",140859,140859,,06/07/1983,"July","Reidar Elven,","Sweden","Sweden, Orebro, Gardry. N-kanten av St. alvaret Vf. Skarpa Alby.",59.6,16.61,35,0.0201,26.1,"CDM:ARX",13492062,"NA","NA","NA",9116,1,23.1
"batch01","TROM_V_990704","TROM_V_990704_sg","Carex vesicaria","Cyperaceae",241236,241236,,17/07/2006,"July","Jarle W. Bjerke,","Norway","Norway, Troms, Lenvik, Senja.",69.3524,17.7942,12,0.0395,18.2,"CDM:ASP",26135232,"NA","NA","NA",7524,1,1419.1
"batch01","TROM_V_158361","TROM_V_158361_sg","Centaurium pulchellum","Gentianaceae",172069,172069,,18/07/1973,"July","Harald Knutz,","Denmark","Denmark, Sonderjylland: Strandeng nord for Lakolk, Romo (distr. 50)",55.16,8.49,45,0.0146,1.9,"CDM:AIC",13379960,"NA","NA","NA",7360,1,417.5
"batch01","TROM_V_112459","TROM_V_112459_sg","Cerastium semidecandrum","Caryophyllaceae",271564,271564,,15/05/1970,"May","Niels Jacobsen,","Denmark","Denmark, Sjaelland, Zealand: Staengehus in Asserbo Plantage. (T.B.U. Distr. 45b)",56.03,12.01,48,0.022,7.66,"CDM:AGD",6827540,148655,1,104,"NA","NA","NA"
"batch01","TROM_V_86534","TROM_V_86534_sg","Ceratophyllum submersum","Ceratophyllaceae",108412,108412,,02/09/1971,"September","F. Arenklit, A. Hansen, J.P. Hjerting","Denmark","Denmark, lolland: Graenge Gadekaer. (T.B.U. Distr. 36).",54.792,11.771,47,0.0278,13.9,"CDM:AOE",8628556,156553,1,143.4,7689,1,374.9
"batch01","TROM_V_145855","TROM_V_145855_sg","Chamaedaphne calyculata","Ericaceae",13417,13417,,27/07/1999,"July","Reino Fagersten, K. Nisula, P. Renvall","Finland","Finland, Pohjois-Savo, [Savonia borealis] Sb, Leppaevirta: Kotilainen, Kotilanniemi, growing on mire.",62.67,27.82,19,0.0238,33.6,"CDM:AOD",10700752,"NA","NA","NA",8384,1,461.8
"batch01","TROM_V_172416","TROM_V_172416_sg","Cirsium oleraceum","Asteraceae",297476,297476,,10/08/1970,"August","Inger Bolt Jorgensen, Jette Svendsen,","Denmark","Denmark, Sjaelland, Zealand: Lellinge, W of Koge.",55.47,12.11,48,0.0267,27.2,"CDM:ANZ",10298334,152562,1,123.9,7773,1,560.9
"batch01","TROM_V_90902","TROM_V_90902_sg","Cochlearia arctica subsp. oblongifolia","Brassicaceae",97854,97854,,08/07/1937,"July","Ingv. L. Norberg,","United States","United States, Alaska, Prince William Sound: Hinchinbrook Island.",60.39,-146.45,81,0.0224,4.2,"CDM:AJN",8192578,129022,8,136,9493,1,550.7
"batch01","TROM_V_114360","TROM_V_114360_sg","Cochlearia danica","Brassicaceae",126279,126279,,27/06/1971,"June","Asel Nordstroem,","Finland","Finland, Ahvenanmaa, Fennoscandia orientalis, Alandia, par. Sottunga.",60.13,20.67,47,0.025,25.4,"CDM:ANY",11501272,154606,1,363.3,9664,1,399.8
"batch01","TROM_V_114436","TROM_V_114436_sg","Crambe maritima","Brassicaceae",71339,71339,,24/05/1974,"May","Lauritz Holm-Nielsen, Benjamin Ollgaard, Stig Jeppesen","Denmark","Denmark, Gravel ridge on beach at Sletterhage, Helgenaes",59.096,10.517,44,0.0421,74,"CDM:ANV",9874246,153652,1,114.3,8733,1,790.1
"batch01","TROM_V_157312","TROM_V_157312_sg","Crataegus monogyna","Rosaceae",140997,140997,,11/06/1980,"June","Ivan Nielsen, T. Hvid, L.B. Petersen","Denmark","Denmark, Costal slope between Mariager and Dania.Dominant",56.65,10.01,38,0.0422,5.68,"CDM:AHI",11331094,134318,9,41.6,7054,1,272.9
"batch01","TROM_V_965024","TROM_V_965024_sg","Cynosurus cristatus","Poaceae",211939,211939,,27/06/2005,"June","Torbjorn Alm, Unni Bjerke Gamst,","United Kingdom","United Kingdom, Scotland, Shetland Islands, Mainland: Cliff Sound, Easterhoull, at the road.",60.14,-1.26,13,0.0244,30.8,"CDM:AQZ",11104048,192104,1,33.8,7889,1,222.7
"batch01","TROM_V_164237","TROM_V_164237_sg","Daucus carota","Apiaceae",4039,4039,,26/07/1983,"July","B. Vorren, Karl-Dag Vorren,","Sweden","Sweden, Gotland, Gothem Aminne",57.61,18.76,34,0.0234,50.2,"BXA:CEI",5986942,156005,1,35,7476,1,511.4
"batch01","TROM_V_16635","TROM_V_16635_sg","Diplazium sibiricum","Athyriaceae",86695,86695,,31/07/1972,"July","Alfred Granmo,","Norway","Norway, Oppland, Ringebu, Gudbrandsdalen.",61.53,10.13,46,0.0192,25.7,"CDM:AUS",8916008,16108,5,18.6,8365,1,246.2
"batch01","TROM_V_201564","TROM_V_201564_sg","Elymus sibiricus","Poaceae",52830,52830,,31/07/1938,"July","Ingv. L. Norberg,","United States","United States, Alaska, Prince William Sound: Orca.",60.64,-146.22,80,0.0236,10.1,"CDM:ALJ",12015268,"NA","NA","NA",8160,1,54.7
"batch01","TROM_V_81913","TROM_V_81913_sg","Epilobium parviflorum","Onagraceae",644182,644182,,27/07/1991,"July","Raino Lampinen, Tuula Lampinen,","Finland","Finland, Aland Islands, Aland (A/Al). Saltvik: Haraldsby. 50 m W of Hoegvalla, NW margin of the main road Mariehamn - Bomarsund.",60.25,20.04,27,0.0277,4.4,"CDM:AKD",10618762,136016,15,28.8,7882,1,978.9
"batch01","TROM_V_128128","TROM_V_128128_sg","epipactis palustris","Orchidaceae",210730,210730,,24/07/1970,"July","Lauritz Holm-Nielsen,","Denmark","Denmark, S of Loegstoer, limestone soil along the coast.",56.96,9.24,48,0.0236,17,"BXA:CHM",7909854,126762,11,30.5,"NA","NA","NA"
"batch01","TROM_V_145582","TROM_V_145582_sg","Equisetum telmateia","Equisetaceae",3260,3260,,24/07/1969,"July","Niels Jacobsen, Jette Svendsen,","Denmark","Denmark, Vrangeskov,north of Ringsted.",55.49,11.8,49,0.0375,35.9,"CDM:AVL",14038570,132634,1,34.5,"NA","NA","NA"
"batch01","TROM_V_158415","TROM_V_158415_sg","Erica cinerea","Ericaceae",270432,270432,,28/06/1977,"June","Johannes Reiersen,","Denmark","Denmark, Faeroyene:Eysturoy:mellom Toftir og Toftavatn,",62.1,-6.73,40,0.0361,19.7,"BXA:CHL",8116764,"NA","NA","NA",6562,1,382.1
"batch01","TROM_V_43028","TROM_V_43028_sg","Geranium dissectum","Geraniaceae",326028,326028,,04/06/1974,"June","Ola Skifte,","Denmark","Denmark, Falster.",54.85,11.91,44,0.0355,18.3,"CDM:ABN",7314918,2010,7,705.4,"NA","NA","NA"
"batch01","TROM_V_114905","TROM_V_114905_sg","Hedera helix","Araliaceae",4052,4052,,14/05/1972,"May","Niels Jacobsen,","Denmark","Denmark, Zealand: Dybeso, Rorvig. (T.B.U. Distr. 43) Hab.",55.96,11.75,46,0.0267,29.2,"CDM:ABL",8135506,156690,1,71.7,"NA","NA","NA"
"batch01","TROM_V_109900","TROM_V_109900_sg","Hordeum comosum","Poaceae",112517,112517,,19/06/1925,"June","Carl Blom,","Sweden","Sweden, Skane, Lackalaenga.",55.78,13.11,93,0.0235,7.2,"CDM:AEE",9288516,111566,10,19.6,"NA","NA","NA"
"batch01","TROM_V_128230","TROM_V_128230_sg","Hydrocharis morsus-ranae","Hydrocharitaceae",55464,55464,,06/08/1971,"August","Ivan Nielsen, Bent Lojtnant, Westy Esbensen","Denmark","Denmark, Eutrophic peat bog in Sattrup Mose, 10 km. NNW of",55.95,9.78,47,0.0198,16.4,"CDM:ABF",8470998,134671,33,153.4,"NA","NA","NA"
"batch01","TROM_V_114814","TROM_V_114814_sg","Hydrocotyle vulgaris","Araliaceae",82091,82091,,21/07/1973,"July","Harald Knutz,","Denmark","Denmark, Syd-Vest for Lakolk (Romo) (distr 50) Sonder-jylland",55.13,8.48,45,0.0194,10.1,"CDM:ABH",11001210,153026,1,304.2,"NA","NA","NA"
"batch01","TROM_V_82458","TROM_V_82458_sg","Hypericum montanum","Hypericaceae",673929,673929,,08/07/1971,"July","Bent Lojtnant, P. Pedersen,","Denmark","Denmark, Stagsevold Wood at Vejle Fjord. In young spruce",55.68,9.85,47,0.0261,2.6,"CDM:AHR",7230206,125920,52,116.3,9811,1,510.6
"batch01","TROM_V_114556","TROM_V_114556_sg","Ilex aquifolium","Aquifoliaceae",4298,4298,,03/07/1983,"July","Reidar Elven,","Sweden","Sweden, Oeland, Raepplinge. Borge hage. Two small trees in deep",56.83,16.66,35,0.0251,1.71,"CDM:AHQ",7822478,157665,1,115.5,6989,1,554
"batch01","TROM_V_142368","TROM_V_142368_sg","Inula salicina","Asteraceae",56531,56531,,01/08/1976,"August","Torstein Engelskjon,","Norway","Norway, Vestfold, Vestfold, Holmestrand, Langoya, NW-side,",59.5,10.37,42,0.0385,31.4,"CDM:ABC",7954694,151124,1,37.4,"NA","NA","NA"
"batch01","TROM_V_106866","TROM_V_106866_sg","Juncus acutiflorus","Juncaceae",1155239,1155239,,07/08/1974,"August","Harald Knutz,","Denmark","Denmark, Sonderjylland: Smedeby grube, vest for Krusaa (distr.52)",54.85,9.38,44,0.019,5.88,"CDM:AHE",8957534,"NA","NA","NA",7959,1,233
"batch01","TROM_V_301404","TROM_V_301404_sg","Kalmia polifolia","Ericaceae",45899,45899,,17/06/1932,"June","Ingv. L. Norberg,","United States","United States, Alaska, Alaska, Chichago Isl. Hoonah.",58.11,-135.44,86,0.0409,1.92,"CDM:AJF",10328710,"NA","NA","NA",8055,1,581.3
"batch01","TROM_V_165106","TROM_V_165106_sg","Lamium galeobdolon","Lamiaceae",53161,53161,,27/05/1980,"May","I. Nielsen, P. Bro Christensen, P. Frost-Olsen","Denmark","Denmark, Forests S of Klejs Molle, N of Vejle fjord.",55.74,9.96,38,0.0204,26.2,"CDM:ABA",7659234,151291,1,105.4,"NA","NA","NA"
"batch01","TROM_V_164217","TROM_V_164217_sg","Laserpitium latifolium","Apiaceae",48039,48039,,08/08/1984,"August","Anne Elven, Reidar Elven,","Sweden","Sweden, Orebro, Oeland, Raepplinge 300 m sv. f. Aepplerum",56.83,16.66,34,0.0397,51.2,"CDM:AAV",7728102,130839,6,316.3,"NA","NA","NA"
"batch01","TROM_V_115614","TROM_V_115614_sg","Leonurus cardiaca","Lamiaceae",587664,587664,,06/07/1971,"July","Bent Lojtnant, P. Pedersen,","Denmark","Denmark, South exposed slope with scrub at Kalo, Mols,",56.28,10.47,47,0.043,16.8,"CDM:ALR",7766004,151775,1,59.7,7861,1,251.4
"batch01","TROM_V_167169","TROM_V_167169_sg","Liparis loeselii","Orchidaceae",226209,226209,,04/07/1971,"July","Niels Jacobsen,","Denmark","Denmark, Zealand: Bog, N of Rorvig.",55.97,11.76,47,0.0191,6.6,"CDM:AEI",8980026,128073,9,27,"NA","NA","NA"
"batch01","TROM_V_159750","TROM_V_159750_sg","Lonicera xylosteum","Caprifoliaceae",439142,439142,,07/07/1975,"July","E. Boel, Ivan Nielsen,","Denmark","Denmark, Margin of forest with Crataegus monogyna,Acer",56.14,9.98,43,0.0293,21.6,"CDM:ALU",11889226,154830,1,161.3,8215,1,551.1
"batch01","TROM_V_66732","TROM_V_66732_sg","Luzula campestris","Juncaceae",218141,218141,,18/05/1991,"May","Torstein Engelskjon, Inger Vagen,","Sweden","Sweden, Uppsala, Uppland, Stockholms laen: Maelaren, Birka, rundt Ansgar-",59.33,17.56,27,0.0193,2.92,"CDM:AJO",10250678,"NA","NA","NA",7637,1,653.4
"batch01","TROM_V_115446","TROM_V_115446_sg","Lysimachia nemorum","Primulaceae",110756,110756,,18/08/1980,"August","Reidar Elven,","Denmark","Denmark, SO-Jylland. Sonderhav NO. f. Flensburg,",54.86,9.49,38,0.0174,5.4,"CDM:AEL",7145702,307686,1,34.9,"NA","NA","NA"
"batch01","TROM_V_158192","TROM_V_158192_sg","Lythrum salicaria","Lythraceae",13129,13129,,19/08/1984,"August","Stefan Ericsson,","Sweden","Sweden, Angermanland, Angermanland, Angermanland, Hoernefors.Snoean. The large bay on the southeastern shore.",63.483,19.883,34,0.0458,1.24,"CDM:AJP",14179520,158465,1,359.9,8717,1,788.2
"batch01","TROM_V_165368","TROM_V_165368_sg","Melampyrum cristatum","Orobanchaceae",439140,439140,,18/06/1970,"June","Brynhild Vorren,","Sweden","Sweden, Gotland, Gotland, Kvie.",57.33,18.37,48,0.0203,7.4,"CDM:AGR",17119048,143976,1,422,9542,1,418.6
"batch01","TROM_V_116005","TROM_V_116005_sg","Mentha aquatica","Lamiaceae",190902,190902,,16/08/1980,"August","Reidar Elven,","Denmark","Denmark, NV-Jylland. Slettestrand NO.F. Fjerritslev,",57.15,9.36,38,0.0304,5.94,"CDM:AHD",10096398,254868,67,21.3,8185,1,303.5
"batch01","TROM_V_156729","TROM_V_156729_sg","Myosurus minimus","Ranunculaceae",59993,59993,,30/05/1977,"May","Terttu Lempiaeinen,","Finland","Finland, Finland Proper, Varsinais-Suomi, [Regio aboensis] Regio aboensis(Ab), Lieto, Nautela (60deg33`N, 22deg27`E)",60.55,22.45,41,0.0123,6.06,"CDM:AHB",9702452,150335,1,98.9,8119,1,308.7
"batch01","TROM_V_145861","TROM_V_145861_sg","Myriophyllum verticillatum","Haloragaceae",208876,208876,,27/07/1999,"July","Reino Fagersten, K. Nisula, P. Renvall","Finland","Finland, Pohjois-Savo, Pohjois-Savo, [Savonia borealis] Sb, Kuopio: Kuhastenlahti, on shallow lake shore.",62.76,27.71,19,0.0201,8.76,"CDM:AGQ",4539198,114096,12,16.8,8706,1,56.8
"batch01","TROM_V_100672","TROM_V_100672_sg","papaver dubium","Papaveraceae",357469,357469,,14/07/1970,"July","Lauritz Holm-Nielsen, Peder Pedersen,","Denmark","Denmark, Ebeltoft, Djursland.",56.33,10.74,48,0.0214,28.4,"BXA:CIQ",12938880,152909,1,92.7,"NA","NA","NA"
"batch01","TROM_V_202470","TROM_V_202470_sg","Poa bulbosa","Poaceae",202404,202404,,06/06/1990,"June","Alfred Granmo,","Sweden","Sweden, Orebro, Oeland: Oej, naert Koeping.",56.87,16.76,28,0.0318,2.78,"CDM:APE",8456474,135712,1,45.2,6140,1,310.6
"batch01","TROM_V_157709","TROM_V_157709_sg","Poterium sanguisorba","Rosaceae",137456,137456,,20/06/1970,"June","Niels Jacobsen,","Denmark","Denmark, Nakke Hage, E of Nykobing.",55.9,11.74,48,0.0245,1.93,"CDM:AHU",10554100,"NA","NA","NA",7122,1,399.3
"batch01","TROM_V_152103","TROM_V_152103_sg","Rhynchospora fusca","Cyperaceae",529450,529450,,27/06/1971,"June","Unto Laine,","Finland","Finland, Finland Proper, Varsinais-Suomi, Regio aboensis: Pyhaemaa, Kukainen, Liesluoto. Mesotrophic and paludified meadow just north of the Matokarinrauma sound. (60deg53`N, 21deg`E).",60.89,21.2,47,0.0209,4.08,"CDM:AHW",9976274,"NA","NA","NA",8388,1,807.5
"batch01","TROM_V_155930","TROM_V_155930_sg","Rumex maritimus","Polygonaceae",467604,467604,,04/08/1975,"August","Reidar Elven, Mats Nettelbladt,","Sweden","Sweden, Vasternorrland, Vaestergoetland, Vaenersborg komm.:Vaenersnaes: Frugarden.",58.424,12.608,43,0.0308,7.62,"CDM:AGO",14254414,126321,9,28.7,7909,1,1596.3
"batch01","TROM_V_42477","TROM_V_42477_sg","Rumex sanguineus","Polygonaceae",291096,291096,,27/08/1989,"August","Torstein Engelskjon, Rasmus Lossius,","Denmark","Denmark, Sjaelland, Sjaelland, Sjaelland: Dianalund, Terslose bogeskov.",55.538,11.501,29,0.0208,7.72,"CDM:AGN",10625098,127670,12,24,8133,1,400
"batch01","TROM_V_161753","TROM_V_161753_sg","Sagina subulata","Caryophyllaceae",1155359,1155359,,28/06/1977,"June","Johannes Reiersen,","Faeroe Islands","Faeroe Islands, Faeroyene: Eysturoy: Toftir - Toftavatn,",62.094,-6.715,41,0.027,6.66,"CDM:AGL",8859398,151481,1,149.5,"NA","NA","NA"
"batch01","TROM_V_152065","TROM_V_152065_sg","sagittaria sagittifolia","Alismataceae",4451,4451,,26/07/1972,"July","Niels Jacobsen,","Denmark","Denmark, Zealand: Susaen at Herlufsholm, N of Naestved",55.23,11.75,46,0.0272,116,"BXA:CIE",7816598,164100,113,17.8,"NA","NA","NA"
"batch01","TROM_V_47363","TROM_V_47363_sg","Salix triandra","Salicaceae",77069,77069,,10/06/1991,"June","Raino Lampinen, Tuula Lampinen,","Finland","Finland, Etelae-Haeme, [Tavastia australis] Etelae-Haeme : South Haeme: Haemeenlinna, Puistonmaeki, NE margin of the park `Kaupunginpuisto`, shore of Lake Vanajavesi.",61.13,24.28,27,0.0229,12,"CDM:ABY",12932420,155699,1,552.9,"NA","NA","NA"
"batch01","TROM_V_97641","TROM_V_97641_sg","Saponaria officinalis","Caryophyllaceae",3572,3572,,15/04/1981,"August","Lanes, Kristian","Norway","Norway, Jeloy. Ramberg.",59.456,10.623,37,0.0352,34.5,"CDM:BBR",6744526,303216,1,42.6,10074,1,197.6
"batch01","TROM_V_201845","TROM_V_201845_sg","Saxifraga flagellaris","Saxifragaceae",102724,102724,,20/07/1972,"July","Knaben, Gunvor: Eie, Sigrid","United States","United States, Alaska",63.577,-149.573,46,0.0178,5.4,"CDM:AHM",12303478,149380,1,84.8,9141,1,202.9
"batch01","TROM_V_173089","TROM_V_173089_sg","Scabiosa columbaria","Caprifoliaceae",180561,180561,,06/07/1983,"July","Reidar Elven,","Sweden","Sweden, Orebro, Oeland, Sandry, St. Alvaret NO f. Drostorp, alvareng",56.466,16.558,34,0.0297,40.8,"BXA:CIC",9313078,159484,1,158.7,5981,1,485.1
"batch01","TROM_V_112194","TROM_V_112194_sg","scleranthus perennis","Caryophyllaceae",230711,230711,,19/08/1971,"August","P. Pedersen, Bent Lojtnant, Stig Jeppesen","Germany","Germany, Jarderlunder Moor, 15 km W of Flensburg.",54.82,9.2336,47,0.0248,16.4,"BXA:CIA",7414770,127468,8,65,"NA","NA","NA"
"batch01","TROM_V_142810","TROM_V_142810_sg","scorzonera humilis","Asteraceae",268097,268097,,03/06/1974,"June","Ola Skifte,","Sweden","Sweden, Skane, Smaland, Joenkoepings laen: like S for Burseryd, i en skolegard.",57.193,13.28,44,0.0308,99,"BXA:CHZ",9402622,152691,1,91.6,"NA","NA","NA"
"batch01","TROM_V_113369","TROM_V_113369_sg","Selinum carvifolia","Apiaceae",223577,223577,,31/07/1975,"July","Mats Nettelbladt,","Sweden","Sweden, Norrbotten, Norrbotten, Vaenge: NW Kvarnberg.",66.132,22.2627,42,0.0338,72,"BXA:CHY",8288534,156480,1,86.5,7195,1,208.3
"batch01","TROM_V_135938","TROM_V_135938_sg","Senecio triangularis","Asteraceae",462567,462567,,27/07/1967,"July","W. J. Cody,","Canada","Canada, Northwest Territories, Northwest Territories, Mackenzie District, Mackenzie Mountains, 5 miles SE O`Grady Lake.",62.9975,-129.0472,51,0.0276,29.8,"CDM:ACD",8979940,127192,12,24.2,"NA","NA","NA"
