"Project name","Tromso herbarium code","BOLD code","Species","Family","NCBI TaxonID","NCBI corrected TaxonID","NCBI TaxonID note","Collection date","Collection month","Sample collector","Country","Sampling location","Sampling latitude","Sampling longitude","Sample age when extracted","Weight of extracted material","Extraction concentration (ng/uL)","library","read_count","Chloroplast length","Chloroplast contigs","Chloroplast coverage","nrDNA length","nrDNA contigs","nrDNA coverage"
"batch01","TROM_V_967127","TROM_V_967127_sg","Doronicum macrophyllum","Asteraceae",118766,118766,,24/07/2012,"July","Alm, Torbjorn","Norway","Norway, Tromso, Troms, Tromsoya:i Alfheimparken.",69.64,18.9415,5,0.0258,85.2,"BXA:AFK",11718508,128576,7,34.2,7312,1,385.5
"batch01","TROM_V_70512","TROM_V_70512_sg","Doronicum orientale","Asteraceae",118769,118769,,20/06/1998,"June","Alm, Torbjorn","Norway","Norway, Andoy, Nordland, Andoya, Bleik, Forvillet ved kirkegardene.",69.2855,15.9753,20,0.0287,9.4,"BXA:AVV",6825732,152619,1,232.1,"NA","NA","NA"
"batch01","TROM_V_964266","TROM_V_964266_sg","Doronicum pardalianches","Asteraceae",118770,118770,,19/05/2004,"May","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Moskenes, Nordland, Moskenesoya: Reine, naer Reinehalsen.",67.9304,13.0859,13,0.0276,96,"BXA:AFN",10929662,88880,22,13.2,11081,1,288.5
"batch01","TROM_V_202300","TROM_V_202300_sg","Draba alpina","Brassicaceae",208904,208904,,25/07/2009,"July","Elven, Reidar; Westergaard, Kristine","Norway","Norway, Nordenskiold Land, Svalbard, Colesbukta, Russian settlement, graveyard area.",78.1127,15.0413,8,0.0234,22.8,"BXA:CDH",13337052,"NA","NA","NA",8042,1,819.9
"batch01","TROM_V_351118","TROM_V_351118_sg","Draba arctica","Brassicaceae",381143,381143,,25/07/2010,"July","Alsos, Inger Greve; Brysting, Anne Krag","Norway","Norway, Ny-Friesland, Svalbard, Wijdefjorden SE: Ringhorndalen N side, S facing steep slope of hill 202, W part.",79.3211,16.0442,7,0.0213,22.4,"BXA:CDG",12841660,153705,1,481,8458,1,568.3
"batch01","TROM_V_87555","TROM_V_87555_sg","Draba arctogena","Brassicaceae",381144,381144,,25/07/2003,"July","Engelskjon, Torstein","Norway","Norway, Bodo, Nordland, Klettkovfjellet.",67.1711,15.0335,15,0.0145,16.6,"BXA:BLP",9523842,153587,1,187.8,"NA","NA","NA"
"batch01","TROM_V_17416","TROM_V_17416_sg","Draba cacuminum","Brassicaceae",2005303,2005303,,18/08/1976,"August","Anderssen, Harald","Norway","Norway, Oppdal, Sor-Trondelag, S. Knutsho v/ trigon. varde.",62.3049,9.6846,42,0.0404,20.4,"CDM:ACE",9580172,153630,1,356.7,"NA","NA","NA"
"batch01","TROM_V_201154","TROM_V_201154_sg","Draba cana","Brassicaceae",171814,171814,,20/07/1987,"July","Fredskild, Bent; Dalgaard, Vilhelm","Greenland","Greenland, Arfersiorfik, Nunatarujuk, SE part.",67.95,-50.55,30,0.0237,20.4,"BXA:CDF",11500972,153554,1,126,8211,1,423.8
"batch01","TROM_V_202299","TROM_V_202299_sg","Draba cf Glacialis","Brassicaceae",311929,311929,,25/07/2009,"July","Elven, Reidar; Westergaard, Kristine","Norway","Norway, Nordenskiold Land, Svalbard, Colesbukta, Russian settlement, harbous area.",78.1163,15.0326,8,0.0246,24,"BXA:CDD",8586912,153929,1,313.7,"NA","NA","NA"
"batch01","TROM_V_136118","TROM_V_136118_sg","Draba cinerea","Brassicaceae",311925,311925,,10/08/1975,"August","Andersen, Lizzie; Fredskild, Bent; Hanfgarn, Soren","Greenland","Greenland, W Greenland, Disco, Nordfjord, Perdletut kuat.",69.95,-54.3833,43,0.0332,51.8,"CDM:ANJ",8672904,128231,8,101.8,"NA","NA","NA"
"batch01","TROM_V_65034","TROM_V_65034_sg","Draba corymbosa","Brassicaceae",381151,381151,,17/07/1985,"July","Elvebakk, Arve; Engelskjon, Torstein; Hodin, Lars","Norway","Norway, Bunsow Land, Svalbard, Upper Gipsdalen, to N of Methuenbreen moraine, on a hillock of Kulm shale.",78.5456,17.1046,32,0.0211,20.4,"BXA:CDE",11737098,153713,1,137.2,"NA","NA","NA"
"batch01","TROM_V_135785","TROM_V_135785_sg","Draba crassifolia","Brassicaceae",95382,95382,,31/07/1975,"July","Andersen, Lizzie; Hanfgarn, Soren","Greenland","Greenland, Disko, Kvandalen.",69.7333,-52.2333,42,0.024,23.6,"BXA:CGF",7947424,"NA","NA","NA",8551,1,50.3
"batch01","TROM_V_26304","TROM_V_26304_sg","Draba fladnizensis","Brassicaceae",95392,95392,,04/08/1982,"August","Engelskjon, Torstein; Skifte, Ola","Norway","Norway, Narvik, Nordland, [Skjomen] Narvik: Sorskjomen, Frostis-brea, nordostside. Nunatak pa 1355 m, sorhelling.",68.2252,17.2383,36,0.0254,6.7,"BXA:BVF",9445354,153827,1,394.4,"NA","NA","NA"
"batch01","TROM_V_962526","TROM_V_962526_sg","Draba incana","Brassicaceae",311941,311941,,16/07/2003,"juli","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Batsfjord, Finnmark, Varangerhalvoya: Batsfjorden: ostsiden, i Skovikdalen, et stykke inne i klofta",70.6308,29.8171,13,0.0246,46.6,"BMB:GD",8407226,174903,41,246.2,"NA","NA","NA"
"batch01","TROM_V_380090","TROM_V_380090_sg","Draba lactea","Brassicaceae",208922,208922,,22/07/2002,"July","Skoglund, Trond; Breivik, ase Boilestad; Brun, Knut; Risdal, Trond","Norway","Norway, Fauske, Fauske, Vassavaggi V.",67.0542,16.1922,16,0.0181,11.1,"BXA:BLM",5124562,153497,1,74,"NA","NA","NA"
"batch01","TROM_V_135786","TROM_V_135786_sg","Draba lonchocarpa","Brassicaceae",171818,171818,,20/07/1972,"July","Eie, Sigrid; Knaben, Gunvor","United States","United States, Alaska, McKinley National Park, Cathedral Mountain, near summit.",63.0833,-151.1333,45,0.0263,21.6,"BXA:CKZ",6472532,153671,1,149.9,8482,1,226.9
"batch01","TROM_V_82817","TROM_V_82817_sg","Draba micropetala","Brassicaceae",311954,311954,,09/08/1986,"August","Engelskjon, Torstein","Norway","Norway, Nordenskiold Land, Svalbard, Reindalen, eastern part.",78.0573,16.9266,31,0.035,18.2,"BXA:CDC",6953898,153681,1,284.1,"NA","NA","NA"
"batch01","TROM_V_135014","TROM_V_135014_sg","Draba nivalis","Brassicaceae",171823,171823,,09/07/2002,"July","Elvebakk, Arve; Nilsen, Lennart","Norway","Norway, Ny-Friesland, Svalbard, Wijdefjorden, E side. N side of Flatoyrdalen, 3-4 km from the sea.",79.2857,16.1127,15,0.023,17.6,"BXA:CDB",8108598,153662,1,266.8,8453,1,390.9
"batch01","TROM_V_962176","TROM_V_962176_sg","Draba norvegica","Brassicaceae",311957,311957,,02/06/2007,"juni","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Alta, Finnmark, Langfjorden: Tappeluft/Dappeluokta, i en stor beitebakke pa sorostsiden av Storfjellet.",70.0858,22.4681,9,0.0251,67.8,"BMB:GC",6428864,128721,13,251.7,8461,1,355.9
"batch01","TROM_V_135787","TROM_V_135787_sg","Draba palanderiana","Brassicaceae",282782,282782,,30/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, McKinley National Park, Stony Dome area, mountain to southeast of Long Tailed Jaeger Sign. Towards summit.",63.3833,-150.2167,45,0.0381,41,"BXA:CKY",6155874,153874,1,91.2,8149,1,264.9
"batch01","TROM_V_64171","TROM_V_64171_sg","Draba pauciflora","Brassicaceae",311962,311962,,04/08/1990,"August","Elvebakk, Arve","Norway","Norway, Nordenskiold Land, Svalbard, Sveagruva, 0,5 km sor for Susesjoen.",77.8863,16.6905,28,0.042,64.2,"CDM:ANI",9549316,153671,1,397.2,8895,1,1010.4
"batch01","TROM_V_202494","TROM_V_202494_sg","Draba rupestris","Brassicaceae",381184,381184,,29/08/2011,"August","Bures, Petr; Smarda, Petr","Norway","Norway, Nordenskiold Land, Svalbard, Spitsbergen Island. Isfjorden: Longyearbyen, ca 3,5 km WSW of the airport hall.",78.2406,15.3472,6,0.036,23.2,"BXA:CCZ",7199238,153572,1,295.4,"NA","NA","NA"
"batch01","TROM_V_135788","TROM_V_135788_sg","Draba sibirica","Brassicaceae",282781,282781,,24/08/1993,"August","Elvebakk, Arve; Karlsen, Stein Rune","Greenland","Greenland, Jameson Land, Kangerlussuaq/Scoresby Sund area. About 17 km W of Mikael Bjerg, 2 km N of Draba Sibirica Elv.",71.1261,-23.6181,24,0.0275,28.6,"BXA:CKX",6838414,153478,1,404.5,7876,1,301.3
"batch01","TROM_V_202226","TROM_V_202226_sg","Draba subcapitata","Brassicaceae",282783,282783,,25/07/2009,"July","Elven, Reidar; Westergaard, Kristine","Norway","Norway, Nordenskiold Land, Svalbard, Colesbukta, Russian settlement, graveyard area.",78.1127,15.0413,8,0.0497,20,"BXA:CCY",9034040,153569,1,280.7,8453,1,928.5
"batch01","TROM_V_96139","TROM_V_96139_sg","Drosera longifolia","Droseraceae",173389,173389,,24/07/2008,"juli","Olsen, Aud Borgso; Forland, Berit; Forland, Ove","Norway","Norway, Fauske, Nordland, Fauske: Valnesfjord, Vollamyran.",67.2748,15.1464,8,0.0231,32.2,"BMB:BD",10067968,"NA","NA","NA",7837,1,409.6
"batch01","TROM_V_135789","TROM_V_135789_sg","Dryas drummondii","Rosaceae",48231,48231,,22/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, Alaska Range, McKinley Park, near McKinley River, bar W of Muldrow Glacier.",63.25,-150.4333,46,0.0429,8,"CDM:AFS",10708846,130494,17,70,"NA","NA","NA"
"batch01","TROM_V_200518","TROM_V_200518_sg","Dryas integrifolia ssp integrifolia","Rosaceae",395290,395290,,30/07/2004,"July","Westergaard, Kristine","Greenland","Greenland, Dundas Bay.",76.5603,-68.7827,13,0.04,17.1,"BXA:CCX",11785830,133598,5,384.8,"NA","NA","NA"
"batch01","TROM_V_963983","TROM_V_963983_sg","Dryas octopetala","Rosaceae",57948,57948,,19/06/2004,"June","Alm, Torbjorn","Norway","Norway, Ballangen, Nordland, Ballangen: Hafjelltuva, vestsiden.",68.3649,16.6893,14,0.0423,8.18,"BXA:BVB",7321874,158101,1,43.3,"NA","NA","NA"
"batch01","TROM_V_135791","TROM_V_135791_sg","Dryas octopetala","Rosaceae",57948,57948,,19/07/1972,"July","Eie, Sigrid; Knaben, Gunvor","United States","United States, Alaska, Mt McKinley National Park, Cathedral Mt., treeline area, station of Zigadenus elegans.",63.0833,-151.1333,46,0.0351,2.81,"CDM:AJS",8291612,137750,57,18.8,6168,1,808.2
"batch01","TROM_V_135792","TROM_V_135792_sg","Dryas octopetala subsp. alaskensis","Rosaceae",2071455,2071455,,14/07/1972,"July","Eie, Sigrid; Knaben, Gunvor","United States","United States, Alaska, Central, Steese Highway, Pinnell Mountain Trail. Mile 12.",65.4833,-145.6833,46,0.0373,7.72,"CDM:AFR",8854172,127676,8,61.2,"NA","NA","NA"
"batch01","TROM_V_97118","TROM_V_97118_sg","Dryopteris carthusiana","Dryopteridaceae",239555,239555,,06/07/2007,"July","osterkloft, Bernt-Gunnar","Norway","Norway, Bodo, Nordland, Bodo, Bremnes [Bromnes].",67.2892,14.4624,10,0.0209,68.8,"BXA:ASG",7446356,49172,20,10.8,8007,1,258
"batch01","TROM_V_96774","TROM_V_96774_sg","Dryopteris expansa","Dryopteridaceae",239563,239563,,18/06/2008,"juni","osterkloft, Bernt-Gunnar","Norway","Norway, Bodo, Nordland, Bremnesodden N av Mjelle, ura.",67.4341,14.6388,8,0.0189,109.1,"BMB:CB",6065634,130573,12,33.9,8147,1,122.2
"batch01","TROM_V_97054","TROM_V_97054_sg","Dryopteris filix-mas","Dryopteridaceae",3289,3289,,23/06/2007,"juni","osterkloft, Bernt-Gunnar","Norway","Norway, Bodo, Nordland, Bodo, Tussvatnet.",67.3359,14.6884,9,0.0362,68.4,"BMB:LR",8334556,126794,12,20.1,8566,1,46.1
"batch01","TROM_V_200548","TROM_V_200548_sg","Dryopteris fragrans","Dryopteridaceae",239565,239565,,07/08/2004,"August","Westergaard, Kristine","Greenland","Greenland, Qeqertat.",77.4957,-66.6927,13,0.02,95.6,"BXA:AST",9507886,129508,17,27.9,7645,1,272.2
"batch01","TROM_V_61077","TROM_V_61077_sg","Dupontia fisheri","Poaceae",227222,227222,,21/07/1985,"July","Elvebakk, Arve; Engelskjon, Torstein; Hodin, Lars","Norway","Norway, Bunsow Land, Svalbard, Gipsdalen, middle part SW of Gipsdalshytta.",78.53,16.9598,32,0.02,34.8,"BXA:CLZ",7863972,136525,1,62.6,6300,1,75
"batch01","TROM_V_61105","TROM_V_61105_sg","Dupontia fisheri subsp. pelligera","Poaceae",376119,376119,,31/07/1967,"July","Borgen, Liv; Engelskjon, Torstein","Norway","Norway, Bjornoya, NE-kysten: Haugtjornene, ostligste, ved E-bredden",74.5108,19.1122,51,0.0236,21.6,"CDM:ALE",9373222,273008,1,22.2,7607,1,34.8
"batch01","TROM_V_79869","TROM_V_79869_sg","Echinops exaltatus","Asteraceae",9372,9372,,02/08/1999,"August","Nettelbladt, Mats","Norway","Norway, Bodo, Nordland, Bertnes: N for krysset ved riksvei 80 / Kanalveien.",67.2899,14.595,19,0.0382,36.4,"BXA:BLQ",8123732,153054,1,45.1,"NA","NA","NA"
"batch01","TROM_V_962801","TROM_V_962801_sg","Elatine hydropiper","Elatinaceae",125027,125027,,23/08/2008,"August","Alm, Torbjorn; Gamst, Unni Bjerke; Often, Anders","Norway","Norway, Tranoy, Troms, Senja: Lakselva, Trollbuvann, sorsiden, ved Senja camping.",69.2333,17.7086,10,0.0321,63,"CDM:ANT",10686902,155343,1,328.5,"NA","NA","NA"
"batch01","TROM_V_963118","TROM_V_963118_sg","Eleocharis acicularis","Cyperaceae",280053,280053,,23/08/2008,"August","Alm, Torbjorn; Gamst, Unni Bjerke; Often, Anders","Norway","Norway, Senja: Lakselva, Trollbuvannet, pa sorsiden, ved Senja camping.",69.2333,17.7086,10,0.0192,37.2,"CDM:ARV",11846448,175407,1,141.3,7358,1,448.7
"batch01","TROM_V_651572","TROM_V_651572_sg","Eleocharis mamillata","Cyperaceae",280064,280064,,24/07/2008,"July","Skjerstad, Ragnar; Nyaas, Olav; Nyaas, Birgit; Krumsvik, Leiv","Norway","Norway, Batsvika: Halsen.",67.2314,15.4386,10,0.0263,47.5,"CDM:ARU",16519338,"NA","NA","NA",8420,1,609.9
"batch01","TROM_V_59639","TROM_V_59639_sg","Eleocharis palustris subsp. waltersii","Cyperaceae",754387,754387,,18/07/1997,"July","Vagen, Inger","Norway","Norway, Flekkefjord: Hidra; Ytre Prestoyna.",58.2342,6.5049,21,0.0318,18,"CDM:ART",5364328,56236,30,13.4,5913,1,27.9
"batch01","TROM_V_134671","TROM_V_134671_sg","Eleocharis quinqueflora","Cyperaceae",46325,46325,,22/07/2010,"juli","Skoglund, Trond; Simones, Jorunn; Borch, Liv-ase","Norway","Norway, Gildeskal, Nordland, Sandhornoya: Horsdal V, Oldervika.",67.0886,14.028,6,0.0238,12,"BMB:HQ",8415576,"NA","NA","NA",7265,1,779.2
"batch01","TROM_V_81259","TROM_V_81259_sg","Eleocharis quinqueflora","Cyperaceae",46325,46325,,16/07/2000,"July","Skoglund, Trond; Loken, Astri; Risdal, Trond","Norway","Norway, Lauvoya, sordelen.",67.907,14.869,18,0.0203,6.02,"CDM:AOP",9294144,"NA","NA","NA",6983,1,549
"batch01","TROM_V_92676","TROM_V_92676_sg","Eleocharis uniglumis","Cyperaceae",669671,669671,,22/07/2006,"July","Forland, Berit; Forland, Ove; Harildstad, Eli; Gylseth, Aasmund; Nettelbladt, Mats G.","Norway","Norway, Vinkenes: Osbakkan, fra brua og oppover elva.",67.721,15.2858,12,0.0236,19.8,"CDM:ARS",15343558,"NA","NA","NA",10945,1,419.6
"batch01","TROM_V_350905","TROM_V_350905_sg","Elymus alaskanus","Poaceae",430623,430623,,27/08/1977,"August","Elven, Reidar","Norway","Norway, overbygd: Dividalen, V-sida av Skrubben.",68.886,19.5945,41,0.0218,20.9,"CDM:ARP",6924542,211728,1,29.8,6985,1,43.9
"batch01","TROM_V_50796","TROM_V_50796_sg","Elymus alaskanus subsp borealis","Poaceae",1891476,430623,"Used the TaxonID from Elymus alaskanus",21/08/1982,"August","Elvebakk, Arve; Schwenke, Jan-Thomas; Skifte, Ola; Sarre, Kjell M.","Norway","Norway, Alta, Finnmark, Altaelva, 7-800 m nordvest for utlopet av Joathajakka.",69.7218,23.7799,35,0.0262,83,"BXA:APS",3713210,23183,11,16.5,8124,1,70.8
"batch01","TROM_V_650465","TROM_V_650465_sg","Elymus caninus","Poaceae",129741,129741,,24/07/2003,"July","Brun, Knut; Evje, Geir Arne; Ronning, Gunhild","Norway","Norway, Bodo, Nordland, Tirifjell, SV-skrent..",67.1115,15.0946,15,0.0189,30,"BXA:BLI",11545622,270596,1,19.7,"NA","NA","NA"
"batch01","TROM_V_962251","TROM_V_962251_sg","Elymus caninus var muticus","Poaceae",1891477,129741,"Used the TaxonID from Elymus caninus",19/08/2005,"August","Alm, Torbjorn; Vange, Vibekke","Norway","Norway, Tana, Finnmark, Tanadalen: ved Deatnu/Tana litt ovenfor samlopet med Leavvajohka.",69.9354,26.4564,12,0.0206,90.4,"BXA:APV",5246780,100333,13,11.7,7642,1,144.4
"batch01","TROM_V_350563","TROM_V_350563_sg","Elymus fibrosus","Poaceae",430624,430624,,01/08/1984,"August","Elven, Reidar; Sarre, Kjell M.","Norway","Norway, Karasjok, Finnmark, Karasjakka, Baddjevuoppenjarga.",69.4427,25.6603,34,0.0206,9.46,"BXA:BAK",12483852,109926,17,20,"NA","NA","NA"
"batch01","TROM_V_135865","TROM_V_135865_sg","Elymus macrourus","Poaceae",669672,669672,,25/07/1963,"July","Cody, W. J.","Canada","Canada, Northwest Territories, MacKenzie District, Reindeer Station. East Branch Mackenzie River.",68.7,-134.1333,55,0.0452,11.6,"CDM:ALO",8376122,13899,8,12.1,6269,1,14.3
"batch01","TROM_V_962241","TROM_V_962241_sg","Elymus mutabilis","Poaceae",129748,129748,,11/09/2006,"September","Alm, Torbjorn; Vange, Vibekke","Norway","Norway, Alta, Finnmark, Altaelva: vestsiden av elva, ved Lampe.",69.9326,23.2588,11,0.0272,162,"BXA:AQB",4858652,7167,3,10.7,6764,1,200.6
"batch01","TROM_V_135866","TROM_V_135866_sg","elymus trachycaulus subsp. virescens","Poaceae",52709,52709,,16/07/1963,"July","Damsholt, Kell; Holmen, Kjeld","Greenland","Greenland, Groenlandia meridionalis: Dyrnaes.",60.9333,-46.0667,55,0.032,59.4,"BXA:CER",9870650,53074,23,12.4,"NA","NA","NA"
"batch01","TROM_V_966376","TROM_V_966376_sg","Elytrigia repens","Poaceae",52152,52152,,22/09/2010,"september","Alm, Torbjorn","Norway","Norway, Alta, Finnmark, Bukta: ved Europris.",69.9759,23.3266,6,0.0314,50,"BMB:KQ",7581848,113895,12,18,6708,1,214.1
"batch01","TROM_V_962923","TROM_V_962923_sg","Empetrum nigrum hermaphroditum","Ericaceae",199171,199171,,18/07/2008,"juli","Alm, Torbjorn","Norway","Norway, Hadsel, Nordland, Hadseloya: Teigan, ost for Elvevika, ved Stoa.",68.5781,14.6526,8,0.0225,35.3,"BMB:E",11858262,"NA","NA","NA",7185,1,340.8
"batch01","TROM_V_964413","TROM_V_964413_sg","Epilobium ciliatum","Onagraceae",33132,33132,,27/08/2009,"August","Alm, Torbjorn","Norway","Norway, Harstad, Troms, Hinnoya: asegarden, litt nordost for militaerleiren.",68.7966,16.4612,9,0.0173,5,"BXA:BVA",8650118,161053,1,717.2,"NA","NA","NA"
"batch01","TROM_V_149355","TROM_V_149355_sg","Epilobium hornemannii","Onagraceae",669680,669680,,25/08/2002,"august","Alm, Torbjorn; Iversen, Marianne","Norway","Norway, Alta, Finnmark, Seiland: Melkelva, i dalforet ved Sore Steinvannet/Ramsujavri.",70.3684,23.2046,14,0.0213,9,"BMB:KA",10880440,160130,1,642.8,6799,1,1826.1
"batch01","TROM_V_964384","TROM_V_964384_sg","Epilobium laestadii","Onagraceae",1891478,13054,"Used the TaxonID from Epilobium",03/08/2009,"August","Gaarder, Geir; Solvang, Rune","Norway","Norway, Alta, Finnmark, Nallovarmoen.",69.8541,23.1704,8,0.01,6.9,"BXA:ALC",12391014,160869,1,546,7953,1,3895
"batch01","TROM_V_135796","TROM_V_135796_sg","Epilobium leptocarpum","Onagraceae",2005304,2005304,,07/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, Kenai Peninsula, Portage Valley, towards Byron glacier.",60.7333,-148.85,46,0.0259,6.15,"CDM:AFK",16247720,159795,1,350.6,"NA","NA","NA"
"batch01","TROM_V_962480","TROM_V_962480_sg","Epilobium palustre","Onagraceae",669682,669682,,17/07/2003,"juli","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Batsfjord, Finnmark, Batsfjorden: Maridalen.",70.6211,29.6861,13,0.0147,3.5,"BMB:EF",12654008,160810,1,298.4,8374,1,3487.5
"batch01","TROM_V_990595","TROM_V_990595_sg","Epipactis atrorubens","Orchidaceae",492483,492483,,01/07/2000,"juli","Nilsen, Anne-Lise; Nilsen, Kjersti","Norway","Norway, Balsfjord, Troms, Storvatnet nordsida.",69.2818,18.8342,16,0.015,51.3,"BMB:LT",7547672,133319,4,96.5,9550,1,56.3
"batch01","TROM_V_33474","TROM_V_33474_sg","Epipactis helleborine","Orchidaceae",28472,28472,,27/07/1994,"July","Engelskjon, Torstein; Skifte, Ola; Parks, Raymond","Norway","Norway, Tromso, Troms, Oldervik, skraning sor for Brattfjell.",69.7118,19.6692,23,0.0223,57,"BXA:AQC",2438414,5969,4,12.5,9125,1,16.4
"batch01","TROM_V_963840","TROM_V_963840_sg","Equisetum arvense arvense","Equisetaceae",1303115,1303115,,28/08/2002,"august","Alm, Torbjorn; Iversen, Marianne","Norway","Norway, Alta, Finnmark, Seiland: Lille Bekkarfjorden, ved den nordlige delen av fjordbunnen.",70.3647,23.4177,14,0.0184,74.2,"BMB:LS",5124526,10731,6,9.3,6033,1,22.2
"batch01","TROM_V_963744","TROM_V_963744_sg","Equisetum arvense subsp. arvense","Equisetaceae",1303115,1303115,,24/08/2002,"August","Alm, Torbjorn; Iversen, Marianne","Norway","Norway, Seiland: Uvssotrassa, pa nordsiden mot Sokkmyrdalen/Leaksevaggi.",70.3245,23.1946,16,0.0281,51,"CDM:AUR",13021406,123780,6,69,6065,1,18.9
"batch01","TROM_V_147417","TROM_V_147417_sg","Equisetum fluviatile","Equisetaceae",231680,231680,,22/08/2002,"august","Alm, Torbjorn; Iversen, Marianne","Norway","Norway, Hammerfest, Finnmark, Seiland: Bardfjorden, Bardfjorddalen, i det nederste vannet.",70.4035,22.9572,14,0.0221,113.2,"BMB:A",14950176,124795,29,22.7,6237,1,263.2
"batch01","TROM_V_91561","TROM_V_91561_sg","Equisetum hyemale","Equisetaceae",3262,3262,,24/07/2005,"July","Skoglund, Trond; Risdal, Trond; Nyaas, Olav; Nyaas, Birgit","Norway","Norway, Saltdal, Nordland, Saltdal: Sor for Kristendalsnes.",66.8568,15.3181,12,0.0192,32.9,"BXA:ARH",6287626,97654,13,12.1,6208,1,16.6
"batch01","TROM_V_97000","TROM_V_97000_sg","Equisetum palustre","Equisetaceae",113538,113538,,03/06/2007,"June","osterkloft, Bernt-Gunnar","Norway","Norway, Bodo, Nordland, Bodo, Tussvatn i Baglia.",67.3223,14.656,11,0.0204,80.2,"BXA:ASE",4523130,73663,22,11.2,"NA","NA","NA"
"batch01","TROM_V_380161","TROM_V_380161_sg","Equisetum pratense","Equisetaceae",231681,231681,,22/06/2002,"June","Skoglund, Trond","Norway","Norway, Fauske, Nordland, Fauskeeidet: Tvera, pa garden Mosti.",67.3276,15.4458,16,0.0179,27.5,"BXA:BLA",9123400,132870,1,34,"NA","NA","NA"
"batch01","TROM_V_53322","TROM_V_53322_sg","Equisetum scirpoides","Equisetaceae",3261,3261,,21/07/1996,"July","Engelskjon, Torstein; Aasen, Mari","Norway","Norway, Kafjord, Troms, Kafjordberget, sor for Nordmannvik.",69.6443,20.472,22,0.0364,39.83,"BXA:BKV",10039522,132449,1,60.5,"NA","NA","NA"
"batch01","TROM_V_962503","TROM_V_962503_sg","Equisetum sylvaticum","Equisetaceae",231679,231679,,25/06/2003,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Trogstad, ostfold, Bastad: Mastad, ved veien opp til Mastadtjern.",59.7242,11.3536,15,0.0171,33,"BXA:BKT",7865908,125895,26,21.7,"NA","NA","NA"
"batch01","TROM_V_162312","TROM_V_162312_sg","Equisetum variegatum","Equisetaceae",231678,231678,,27/07/2000,"juli","Alm, Torbjorn","Norway","Norway, Alta, Finnmark, Fiskerelva/Oaggujohka: Dolomittkuppe under Coagescohkat.",69.879,22.7062,16,0.0211,122.5,"BMB:G",16525976,120552,6,24.4,6256,1,81.9
"batch01","TROM_V_94023","TROM_V_94023_sg","Erigeron acer ssp Politus","Asteraceae",91246,91246,,17/08/2016,"August","Endal, Arild","Norway","Norway, Bardu, Troms, Stromsora.",68.6967,18.6907,1,0.0198,22,"BXA:CJG",15154586,152423,1,161.9,7945,1,692
"batch01","TROM_V_200484","TROM_V_200484_sg","Erigeron acris","Asteraceae",91246,91246,,06/07/2004,"July","Alsos, Inger Greve; Tribsch, Andreas","Russian Federation","Russian Federation, Yamalo-Nenets Autonomous Okrug, [Russia] Yamalo-Nenetsky Autonimous Okrug, Polar Ural: Slantzevaga mountain, riverbank of river Sob, Krasny Kamen railway station, ca. 12 km NNW from Kharp.",66.9069,65.7289,14,0.018,98.8,"CDM:ANB",7821272,128348,6,79.8,9500,1,324.5
"batch01","TROM_V_651531","TROM_V_651531_sg","Erigeron borealis","Asteraceae",91254,91254,,25/07/2006,"juli","Gaarder, Geir","Norway","Norway, Hadsel, Nordland, Gardsdalen.",68.4151,14.8988,10,0.0193,28.6,"BMB:IV",12214628,127976,7,232.1,8443,1,965.1
"batch01","TROM_V_201508","TROM_V_201508_sg","Erigeron alpiniformis","Asteraceae",2042662,2042662,,08/08/1966,"August","Gravesen, Palle; Hansen, Carlo","Greenland","Greenland, Chr. IV o: Tasiussaq.",60.1,-43.7833,52,0.0291,20.4,"CDM:ABV",6120504,118560,8,16.6,"NA","NA","NA"
"batch01","TROM_V_135797","TROM_V_135797_sg","Erigeron compositus","Asteraceae",91257,91257,,27/06/1991,"June","Elvebakk, Arve; Karlsen, Stein Rune","Greenland","Greenland, Scoresby Sund area, Constable Pynt, 2 km N of the airport.",70.76,-22.6996,27,0.0254,7.45,"CDM:AFJ",9879788,152420,1,84.3,"NA","NA","NA"
"batch01","TROM_V_135799","TROM_V_135799_sg","erigeron elatus","Asteraceae",1233961,1233961,,22/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, Alaska Range, McKinley Park, McKinley River, bar W of Muldrow Glacier.",63.3333,-149.0333,46,0.0293,23.8,"BXA:CFO",10779246,152108,1,51.6,"NA","NA","NA"
"batch01","TROM_V_20129","TROM_V_20129_sg","Erigeron elongatus","Asteraceae",1591266,1591266,,12/07/1922,"July","Benum, Peter","Norway","Norway, Vefsn, Nordland, Halsoyhaugen.",65.8647,13.2026,96,0.0193,1.7,"CDM:AJT",9929650,152457,1,403.9,9502,1,86.7
"batch01","TROM_V_350073","TROM_V_350073_sg","Erigeron humilis","Asteraceae",91272,91272,,19/07/2002,"July","Risdal, Trond; Skoglund, Trond","Norway","Norway, Saltdal, Nordland, Saltdal: Skoddefjellet N.",67.039,15.9107,16,0.0084,6.99,"BXA:BAE",10387940,152315,1,83.7,"NA","NA","NA"
