"Project_name","Tromso_herbarium_code","BOLD_code","Species","Family","NCBI_TaxonID","NCBI_corrected_TaxonID","NCBI_TaxonID_note","Collection_date","Collection_month","Sample_collector","Sampling_location","Sampling_latitude","Sampling_longitude","Sample_age_when_extracted","Weight_of_extracted_material","Extraction_concentration_(ng/uL)","library","read_count","Chloroplast_length","Chloroplast_contigs","Chloroplast_coverage","nrDNA_length","nrDNA_contigs","nrDNA_coverage","CORRECTION","CORRECTION_COMMENT"
"batch01","TROM_V_47363","PNOR1646-18","Salix triandra","Salicaceae",77069,77069,,1991-06-10,"June","Lampinen, Raino; Lampinen, Tuula","Finland, Etelae-Haeme, [Tavastia australis] Etelae-Haeme : South Haeme: Haemeenlinna, Puistonmaeki, NE margin of the park `Kaupunginpuisto`, shore of Lake Vanajavesi.",61.13,24.28,27,0.0229,12,"CDM:ABY",12932420,155699,1,552.9,"NA","NA","NA",0,
"batch01","TROM_V_90881","PNOR1142-17","Potentilla rubricaulis","Rosaceae",654647,654647,,1991-06-23,"June","Karlsen, Stein Rune; Elvebakk, Arve","Greenland, Scoresby Sund area: Constable Pynt: N slope of Primuladalen.",70.7597,-22.7268,26,0.0392,31.6,"BXA:CEH",8276592,156529,1,88.2,13427,1,25.8,0,
"batch01","TROM_V_135842","PNOR1059-17","Pedicularis flammea","Orobanchaceae",669766,669766,,1991-06-27,"June","Elvebakk, Arve; Karlsen, Stein Rune","Greenland, Scoresby Sund area, Constable Pynt, 2 km N of the airport.",70.76,-22.6996,27,0.0321,43.8,"BXA:CEW",10632848,153822,1,327.4,"NA","NA","NA",0,
"batch01","TROM_V_135797","PNOR1058-17","Erigeron compositus","Asteraceae",91257,91257,,1991-06-27,"June","Elvebakk, Arve; Karlsen, Stein Rune","Greenland, Scoresby Sund area, Constable Pynt, 2 km N of the airport.",70.76,-22.6996,27,0.0254,7.45,"CDM:AFJ",9879788,152420,1,84.3,"NA","NA","NA",0,
"batch01","TROM_V_37121","PNOR1537-18","Lonicera xylosteum","Caprifoliaceae",439142,439142,,1991-06-30,"June","Engelskjon, Torstein","Norway, Lunner, Oppland, Lunner: Olsknappen, E-skrent.",60.2674,10.6538,27,0.0359,6.32,"CDM:AEJ",8567050,154828,1,930.2,"NA","NA","NA",0,
"batch01","TROM_V_856","NNOR2083-16","Oxycoccus palustris","Ericaceae",516948,516948,,1991-07-03,"July","Sortland, Andy","Norway, Vagan, Nordland, Kabelvag: avikmyra.",68.2274,14.5048,25,0.027,12.3,"BMB:HN",16548962,"NA","NA","NA",6994,1,381,0,
"batch01","TROM_V_14521","PNOR756-16","Calamagrostis lapponica subsp. lapponica","Poaceae",1891463,395285,"Used the TaxonID from Calamagrostis lapponica",1991-07-24,"July","Engelskjon, Torstein; Skifte, Ola; Steilnes, Anne","Norway, Gratangen, Troms, Tretind NW.",68.6786,17.3169,27,0.0167,11.33,"BXA:BLE",9316600,215160,1,28.4,"NA","NA","NA",1,"Requested taxonID not active"
"batch01","TROM_V_81913","PNOR1451-18","Epilobium parviflorum","Onagraceae",644182,644182,,1991-07-27,"July","Lampinen, Raino; Lampinen, Tuula","Finland, Aland Islands, Aland (A/Al). Saltvik: Haraldsby. 50 m W of Hoegvalla, NW margin of the main road Mariehamn - Bomarsund.",60.25,20.04,27,0.0277,4.4,"CDM:AKD",10618762,136016,15,28.8,7882,1,978.9,0,
"batch01","TROM_V_75125","PNOR1338-18","Carex hirta","Cyperaceae",15193,15193,,1991-07-29,"July","Lampinen, Raino; Lampinen, Tuula","Finland, Ahvenanmaa, Aland: Sund, Kastelholm. 700 m NNE of the castle. By the road to the church of Sund, less than 100 m N of the main road Mariehamn - Bomarsund.",60.24,20.09,27,0.0318,14.2,"CDM:AUB",5024550,"NA","NA","NA",7826,1,194.2,0,
"batch01","TROM_V_136121","PNOR1468-18","Festuca hyperborea","Poaceae",464057,464057,,1991-08-06,"August","Fredskild, Bent","Greenland, Peary Land, 5 km NW of Mudderbugt.",82.45,-21.4167,27,0.0324,24,"CDM:ADN",8585844,133697,1,104.2,"NA","NA","NA",0,
"batch01","TROM_V_135928","PNOR1121-17","Ranunculus sabinei","Ranunculaceae",568571,568571,,1991-08-09,"August","Fredskild, Bent","Greenland, N. Greenland, Peary Land, Mudderbugten.",82.4,-21.25,26,0.019,22.8,"BXA:CGA",8387758,156198,1,327.4,9014,1,273.6,0,
"batch01","TROM_V_59430","PNOR1655-18","Festuca gigantea","Poaceae",29677,29677,,1991-08-10,"August","Engelskjon, Torstein; Steilnes, Anne","Norway, Lier: Glitra v/Damstua v/sti.",59.8598,10.1336,27,0.0239,30.1,"CDM:ARN",5202278,753,1,13.7,8203,1,204.8,0,
"batch01","TROM_V_135926","PNOR1140-17","Ranunculus confervoides","Ranunculaceae",1301442,1301442,,1991-08-16,"August","Karlsen, Stein Rune","Greenland, Scoresby Sund area, Constable Pynt. In ponds on the delta between Gaseelv and Primulaelv.",70.7512,-22.6717,26,0.0545,48.8,"BXA:CKS",8952376,158298,1,51.4,8596,1,437.4,0,
"batch01","TROM_V_56484","PNOR799-16","Calamagrostis neglecta subsp neglecta","Poaceae",1891465,395286,"Used the TaxonID from Calamagrostis neglecta",1991-08-17,"August","Engelskjon, Torstein; Steilnes, Anne","Norway, Stor-Elvdal, Hedmark, Sollia : Stor-Elvdal: Mellom Atnsjoen og Solvkletten,",61.9331,10.2287,26,0.0308,25.1,"BXA:AQV",16406558,214784,1,22,6638,1,711.4,1,"Requested taxonID not active"
"batch01","TROM_V_93004","PNOR1372-18","Carex scirpoidea","Cyperaceae",69867,69867,,1991-08-23,"August","Granmo, Alfred; Eriksen, Jan Erik","Norway, NV-slutningen av Meraftestind sor for Vesterskaret.",68.1789,17.2097,27,0.0204,10.8,"CDM:ASE",11193990,"NA","NA","NA",7260,1,324.8,0,
"batch01","TROM_V_89059","PNOR169-16","Hieracium umbellatum","Asteraceae",268065,268065,,1991-09-14,"September","Alsos, Inger Greve","Norway, Tromso, Troms, Kvaloya: aslandhaugen.",69.6819,18.7545,26,0.019,26.8,"BXA:AHP",9270004,153306,1,29.3,6759,1,115.4,0,
"batch01","TROM_V_130540","PNOR250-16","Hierochloe australis","Poaceae",389631,389631,,1992-05-28,"May","Lampinen, Raino","Finland, Etelae-Haeme, [Tavastia australis] South Haeme (EH/Ta).",63.4702,26.5609,25,0.0177,58,"BXA:APQ",11012910,110350,9,20.1,8847,1,353.2,0,
"batch01","TROM_V_69401","PNOR1608-18","Rhynchospora alba","Cyperaceae",241642,241642,,1992-06-12,"June","Loken, Astri","Norway, Mosvolddalen.",66.8867,13.733,26,0.023,4.42,"CDM:APD",9524954,"NA","NA","NA",7421,1,375.5,0,
"batch01","TROM_V_6237","NNOR1806-15","Carex rupestris","Cyperaceae",100286,100286,,1992-06-17,"June","Often, Anders; Alm, Torbjorn","Norway, Andoy, Nordland, [Andoya nord] Bleik: VSV-vendt grasbakke ned for Royken.",69.2894,15.9945,24,0.0239,28.9,"BMB:AI",11629318,"NA","NA","NA",6084,1,541.4,0,
"batch01","TROM_V_34626","PNOR1302-18","Brachypodium pinnatum","Poaceae",29663,29663,,1992-07-05,"July","Engelskjon, Torstein; Steilnes, Anne","Norway, Ringerike, Buskerud, Norderhov : Norderhov: Dal nordvest for Grunntjern. ostsiden.",60.1542,10.3419,26,0.0234,12.8,"CDM:AOL",7695074,136403,1,49.7,7525,1,355.3,0,
"batch01","TROM_V_91101","PNOR1569-18","Najas marina","Hydrocharitaceae",55316,55316,,1992-07-09,"July","Langangen, Anders","Norway, Kristiansand, Vest-Agder, Kristiansand: Gilsvann. /Gjelsvatnet/",58.1862,8.0222,25,0.0102,66.2,"BXA:CIS",8419114,316008,1,32.8,7158,1,116.7,0,
"batch01","TROM_V_6313","PNOR1661-18","Scrophularia nodosa","Scrophulariaceae",90363,90363,,1992-07-15,"July","Often, Anders","Norway, Berg, Troms, [Senja:] Berg: SV-vendt skrent under Durmalshogda.",69.4091,17.2105,26,0.0195,9.06,"CDM:AGK",8107142,152417,1,427.8,"NA","NA","NA",0,
"batch01","TROM_V_8693","PNOR409-16","Suaeda maritima","Chenopodiaceae",126913,126913,,1992-07-22,"July","Sichel, Hanne; Hatten, Lise","Norway, Skalvaeret, Smaloya, mellom Geiteroya og Lysthusoya.",65.8607,12.1824,26,0.0613,6.86,"CDM:BAW",7422088,143982,57,15,8699,1,312.9,0,
"batch01","TROM_V_7339","PNOR442-16","Hieracium pilosella","Asteraceae",221204,221204,,1992-07-29,"July","Sortland, Andy","Norway, Steigen, Nordland, Engeloya: Laskestad.",67.9322,15.0119,25,0.0239,49.2,"BXA:AFR",9065718,128507,2,65.2,9362,1,36.9,0,
"batch01","TROM_V_91084","PNOR1700-18","Sparganium glomeratum","Typhaceae",319741,319741,,1992-08-03,"August","Langangen, Anders","Norway, Ski, Akershus, Bratenasen.",59.8064,10.8805,26,0.0153,15.2,"BXA:CHN",7492776,133807,6,62.7,"NA","NA","NA",0,
"batch01","TROM_V_89848","PNOR1528-18","Lathyrus niger","Fabaceae",313121,313121,,1993-06-04,"June","Vagen, Inger","Norway, Asker, Akershus, Blakstadbukta, sor/innafor.",59.822,10.4713,25,0.0193,72,"CDM:AAT",6827302,114283,38,15,"NA","NA","NA",0,
"batch01","TROM_V_34221","NNOR1810-15","Carex vaginata","Cyperaceae",241235,241235,,1993-06-04,"June","Engelskjon, Torstein; Elvebakk, Arve","Norway, Tromso, Troms, Tromso: Kvaloya, Skulsfjord, innafor Rekvika.",69.8009,18.729,23,0.0184,53.6,"BMB:Q",11965824,"NA","NA","NA",7073,1,249.3,0,
"batch01","TROM_V_89879","PNOR251-16","Potentilla thuringiaca","Rosaceae",654642,654642,,1993-06-06,"June","Vagen, Inger","Norway, Solberg.",59.9109,10.5467,25,0.0466,17.7,"CDM:BCN",5806364,156324,1,31.9,6034,1,515.7,0,
"batch01","TROM_V_89846","PNOR1353-18","Carex muricata","Cyperaceae",140838,140838,,1993-06-18,"June","Vagen, Inger","Norway, Vestre Baerum, Jong.",59.8936,10.4923,25,0.0208,9.31,"CDM:AOV",9229036,"NA","NA","NA",6816,1,428.7,0,
"batch01","TROM_V_89877","PNOR1262-18","Anchusa arvensis","Boraginaceae",170545,170545,,1993-06-27,"June","Vagen, Inger","Norway, Baerum, Akershus, Solberg.",59.9109,10.5467,25,0.0456,120,"CDM:AAF",9877784,113143,24,16.6,"NA","NA","NA",0,
"batch01","TROM_V_135837","PNOR1141-17","Papaver lapponicum subsp. occidentale","Papaveraceae",1301401,1301401,,1993-07-06,"July","Karlsen, Stein Rune","Greenland, Kangerlussuaq, Scoresby Sund area, Ittoqqortoormiit. In the central part of the community. East of the river.",70.4872,-21.9791,24,0.0403,20.6,"BXA:CEX",9359122,153814,1,61.6,6791,1,249,0,
"batch01","TROM_V_85761","PNOR1535-18","Filago arvensis","Asteraceae",702219,702219,,1993-08-03,"August","Lampinen, Raino","Finland, Etela-Hame, [Tavastia australis] South Hame (EH/Ta). Janakkala: Vahikkala village between Lake Valajarvi and the road from Vahikkala to Vehmainen (Vehmaistentie), 400 m N of Kivirinne homestead.",60.7833,24.4667,25,0.0194,13.8,"CDM:ALT",8622164,127028,4,38.2,"NA","NA","NA",0,
"batch01","TROM_V_135788","PNOR1057-17","Draba sibirica","Brassicaceae",282781,282781,,1993-08-24,"August","Elvebakk, Arve; Karlsen, Stein Rune","Greenland, Jameson Land, Kangerlussuaq/Scoresby Sund area. About 17 km W of Mikael Bjerg, 2 km N of Draba Sibirica Elv.",71.1261,-23.6181,24,0.0275,28.6,"BXA:CKX",6838414,153478,1,404.5,7876,1,301.3,0,
"batch01","TROM_V_33731","PNOR636-16","Atriplex glabriuscula","Chenopodiaceae",880653,880653,,1993-08-29,"August","Isaksen, Rolf","Norway, Kvaenangen, Troms, Spildra.",70.0179,21.6424,25,0.0228,12.42,"BXA:BIF",8040204,152187,1,166.9,"NA","NA","NA",0,
"batch01","TROM_V_91387","NNOR2069-16","Hieracium prenanthoides","Asteraceae",268058,268058,,1993-09-15,"September","Nettelbladt, Mats G.","Norway, Evenes, Nordland, Kvitforselva ved Sorkvitfoss.",68.5362,16.7781,23,0.0254,35,"BMB:IE",13232548,128422,3,30.5,6519,1,332.6,0,
"batch01","TROM_V_85767","PNOR1657-18","Scleranthus annuus","Caryophyllaceae",230712,230712,,1993-09-18,"September","Lampinen, Raino","Finland, Etela-Hame, [Tavastia australis] South Hame (EH/Ta). Hameenlinna: Ylanne, 300 m E-ENE of the main building of the remand home, near the NW corner of Lake Raimalammi, at the foot of the slope of Mielmalanharju esker.",60.9333,24.5333,24,0.0237,31.2,"BXA:CIB",8050788,144037,1,34.8,7862,1,589.2,0,
"batch01","TROM_V_46632","PNOR1367-18","Carex remota","Cyperaceae",234465,234465,,1994-04-01,"April","Engelskjon, Torstein; Vagen, Inger","Norway, Flekkefjord: Hidra, dal mellom Rasvag og Sandviga.",58.2076,6.592,24,0.0202,4.36,"CDM:APK",11673448,"NA","NA","NA",6700,1,464.2,0,
"batch01","TROM_V_89863","PNOR467-16","Cardamine bulbifera","Brassicaceae",82356,82356,,1994-05-27,"May","Vagen, Inger","Norway, Baerum, Akershus, Kjaglidalen.",59.9439,10.4051,24,0.0217,7.04,"BXA:BVP",10910398,155036,1,241.5,"NA","NA","NA",0,
"batch01","TROM_V_34580","PNOR783-16","Hieracium perboreum","Asteraceae",1892299,102745,"Used the TaxonID for Hieracium",1994-06-19,"June","Engelskjon, Torstein; Skifte, Ola","Norway, Tromso, Troms, Tromso: Ramfjord, Ramfjordnes, sorside av Storasen",69.5352,19.0136,23,0.0203,43.2,"BXA:BKA",6983810,153248,1,43.6,"NA","NA","NA",1,"Requested taxonID not active"
"batch01","TROM_V_33515","PNOR611-16","Neottia ovata","Orchidaceae",29712,29712,,1994-07-05,"July","Eidsmo, Kirsti; Engelskjon, Torstein; Bosheng, Li; Skifte, Ola; Aasen, Mari","Norway, Tromso, Troms, Oldervik: Kavlbergasen ost.",69.7118,19.6692,23,0.0217,47.8,"BXA:APB",12519014,157703,1,342.9,9334,1,86.3,0,
"batch01","TROM_V_650490","PNOR1497-18","Hyoscyamus niger","Solanaceae",4079,4079,,1994-07-09,"July","Sortland, Andy","Norway, Larvik, Vestfold, Molen.",58.9775,9.8349,24,0.0223,49.4,"CDM:ABG",7751108,156141,1,182.2,"NA","NA","NA",0,
"batch01","TROM_V_650529","PNOR447-16","Carex arenaria","Cyperaceae",234466,234466,,1994-07-09,"July","Sortland, Andy","Norway, Larvik, Vestfold, Molen.",58.9731,9.8261,23,0.0318,12.1,"BXA:ARA",6210182,"NA","NA","NA",6443,1,453.6,0,
"batch01","TROM_V_46630","PNOR1472-18","Fumaria muralis","Papaveraceae",1053350,1053350,,1994-07-11,"July","Engelskjon, Torstein; Vagen, Inger","Norway, Flekkefjord, Vest-Agder, Flekkefjord: Hidra, Vagen, neset i vest.",58.2429,6.5555,24,0.0292,34.8,"CDM:ABR",11497824,190722,1,399.3,"NA","NA","NA",0,
"batch01","TROM_V_134729","PNOR1252-18","Alchemilla semidivisa","Rosaceae","2005301","2005301","Taxonid corrected from 23138",1994-07-18,"July","Ericsson, Stefan","Norway, Norddal, More og Romsdal, 2,6, km NNE Tafjord wharf. On the outermost rim of Muldalen, 200 m SE Muldal.",62.2576,7.4393,24,0.0322,18,"CDM:ACO",10806060,121370,16,17.4,"NA","NA","NA",0,
"batch01","TROM_V_33474","PNOR656-16","Epipactis helleborine","Orchidaceae",28472,28472,,1994-07-27,"July","Engelskjon, Torstein; Skifte, Ola; Parks, Raymond","Norway, Tromso, Troms, Oldervik, skraning sor for Brattfjell.",69.7118,19.6692,23,0.0223,57,"BXA:AQC",2438414,5969,4,12.5,9125,1,16.4,0,
"batch01","TROM_V_38435","PNOR1702-18","Spergula arvensis var. sativa","Caryophyllaceae",1891597,325515,"Used the TaxonID from S. arvensis",1994-07-28,"July","Alm, Torbjorn; Brathen, Kari Anne; Often, Anders","Norway, Sor-Varanger, Finnmark, Pasvikelva, Noatun.",69.164,29.255,24,0.0372,5.1,"BXA:BRN",8280128,152705,1,332.6,"NA","NA","NA",1,"Requested taxonID not active"
"batch01","TROM_V_38367","PNOR1328-18","Carex cespitosa","Cyperaceae",910631,910631,,1994-07-31,"July","Alm, Torbjorn; Brathen, Kari Anne; Often, Anders","Norway, Gazzevuotna, Geazzevuotna.",70.3979,26.6395,24,0.0393,31.5,"CDM:AUF",11857306,"NA","NA","NA",6911,1,967.4,0,
"batch01","TROM_V_47532","PNOR562-16","Agrostis vinealis","Poaceae",247443,247443,,1994-07-31,"July","Alm, Torbjorn; Brathen, Kari Anne; Often, Anders","Norway, Lebesby, Finnmark, Gazzevuotna.",70.3979,26.6395,22,0.0206,19.8,"BXA:ARD",5912864,20636,12,13.9,"NA","NA","NA",0,
"batch01","TROM_V_38746","PNOR560-16","Arabidopsis arenosa","Brassicaceae",38785,38785,,1994-08-02,"August","Alm, Torbjorn; Brathen, Kari Anne; Often, Anders","Norway, Alta, Finnmark, Alta sentrum.",70.0249,23.2954,24,0.0224,8.12,"BXA:BTH",9526158,129184,4,646.2,"NA","NA","NA",0,
"batch01","TROM_V_33675","PNOR399-16","Hieracium peleterianum","Asteraceae",268057,268057,,1994-08-03,"August","Often, Anders","Norway, Alta, Finnmark, Sorostskrenten av Kista.",70.0244,23.3649,24,0.0228,45,"BXA:BIT",7742940,128455,2,54.4,"NA","NA","NA",0,
"batch01","TROM_V_85430","PNOR443-16","Galium spurium","Rubiaceae",1117032,1117032,,1994-08-04,"August","Sortland, Andy","Norway, Vagan, Nordland, Storemolla: Vottvika, Langvagen.",68.2298,14.8188,24,0.0194,6.2,"BXA:BVT",9459970,152769,1,242,"NA","NA","NA",0,
"batch01","TROM_V_51153","PNOR005-16","Potentilla atrosanguinea","Rosaceae",487759,487759,,1994-08-08,"August","Alm, Torbjorn","Norway, Alta, Alta, Komsafjellet, pa veikant i Komsa terrasse.",70.07,23.2741,24,0.0484,5.38,"BXA:BSE",12654698,65516,95,15.6,"NA","NA","NA",0,
"batch01","TROM_V_88475","PNOR1507-18","Juncus alpinoarticulatus","Juncaceae",253143,253143,,1994-08-08,"August","Sortland, Andy","Norway, Stortemolla: Brettesnes, Nordmarka.",68.2371,14.8671,24,0.0399,13.7,"CDM:ARH",5812198,59231,57,10.5,8204,1,357.5,0,
"batch01","TROM_V_35768","PNOR786-16","Antennaria alpina subsp. porsildii","Asteraceae",1891452,669621,"Used the TaxonID from Antennaria alpina",1994-08-12,"August","Engelskjon, Torstein; Skifte, Ola","Norway, Nordreisa, Troms, Nordreisadalen, ovst i Puntadalen, naer herredsgrensa mot Kafjord. Ruvdnaruvza, sorostside av hoyde 878 m o.h.",69.367,21.1907,23,0.0216,55.2,"BXA:ALL",5998970,303585,1,22.4,9252,1,28.3,1,"Requested taxonID not active"
"batch01","TROM_V_62785","PNOR546-16","Lolium multiflorum","Poaceae",4521,4521,,1994-08-13,"August","Alm, Torbjorn","Norway, Alta, Finnmark, ovre Alta, naer Lampe.",69.9266,23.2585,24,0.0235,6.62,"BXA:CBC",12091880,135349,1,139.7,"NA","NA","NA",0,
"batch01","TROM_V_89860","PNOR1549-18","Lycopus europaeus","Lamiaceae",260603,260603,,1994-08-21,"August","Vagen, Inger","Norway, Asker, Akershus, Konglungen.",59.8395,10.5077,24,0.0188,21.2,"CDM:ALV",6776434,124489,18,17.3,8287,1,359.5,0,
"batch01","TROM_V_71372","PNOR260-16","Mercurialis perennis","Euphorbiaceae",3985,3985,,1995-04-13,"April","Engelskjon, Torstein","Norway, Flekkefjord, Vest-Agder, Hidra: Nordaust av Sele.",58.2249,6.5567,22,0.0162,43.2,"BXA:BHI",3506234,135689,5,238.6,7406,1,110.3,0,
"batch01","TROM_V_91375","PNOR387-16","Cardamine pratensis","Brassicaceae",50465,50465,,1995-06-04,"June","Nettelbladt, Mats G.","Norway, Beiarn, Nordland, Beiarn: Navjord; ovre Kobbaga.",67.001,14.6575,23,0.0202,5.08,"BXA:BVN",10926138,154640,1,468.4,"NA","NA","NA",0,
"batch01","TROM_V_46180","PNOR258-16","Taraxacum naevosum","Asteraceae",90038,90038,,1995-06-21,"June","Engelskjon, Torstein; Skifte, Ola","Norway, Karlsoy, Troms, Karlsoya, ved vei til kirkegarden.",70.0094,19.9123,22,0.0491,41.6,"BXA:BFE",10904776,151039,1,106,6190,1,611,0,
"batch01","TROM_V_45478","PNOR790-16","Taraxacum hirtellum","Asteraceae",1891603,49743,"Used the TaxonID from Taraxacum",1995-07-07,"July","Engelskjon, Torstein; Yurtsev, Boris","Norway, Storfjord, Troms, Storfjord: Skibotndalen, Brennfjell campingplass. Naer vaskehuset.",69.3211,20.353,22,0.0273,44.4,"BXA:BEE",12460486,151317,1,122,6049,1,1156.7,1,"Requested taxonID not active"
"batch01","TROM_V_45029","PNOR1351-18","Carex media","Cyperaceae",140785,140785,,1995-07-20,"July","Alm, Torbjorn; Alsos, Inger Greve; Often, Anders","Norway, Alta: Altenes, dalfore mellom Russeluft og Olabukta.",70.0242,23.3478,23,0.0243,5.56,"CDM:AOU",8653592,"NA","NA","NA",7522,1,982.7,0,
"batch01","TROM_V_45008","PNOR060-16","Potentilla norvegica","Rosaceae",57931,57931,,1995-07-20,"July","Alm, Torbjorn; Alsos, Inger Greve; Often, Anders","Norway, Elvebakken, ved flyplassen.",69.979,23.3689,23,0.0437,6.95,"CDM:BCM",5898692,156305,1,112.5,7422,1,301.2,0,
"batch01","TROM_V_45907","PNOR553-16","Galeopsis bifida","Lamiaceae",572113,572113,,1995-07-21,"July","Alm, Torbjorn; Alsos, Inger Greve; Often, Anders","Norway, Alta, Finnmark, Altenes, under Svartberget.",70.0431,23.2711,22,0.0196,25,"BXA:AKI",10030616,151804,1,76.6,8873,1,883.9,0,
"batch01","TROM_V_45914","PNOR791-16","Hieracium macranthelum","Asteraceae",1891491,102745,"Used the TaxonID for Hieracium",1995-07-21,"July","Alm, Torbjorn; Alsos, Inger Greve; Often, Anders","Norway, Alta, Finnmark, Altenes, under Svartberget.",70.0431,23.2711,23,0.0158,28,"BXA:BIV",9615294,128613,2,37.6,"NA","NA","NA",1,"Requested taxonID not active"
"batch01","TROM_V_45919","PNOR792-16","Arabis hirsuta var. subalpestre","Brassicaceae",1891453,78191,"Used the TaxonID from Arabis hirsuta",1995-07-21,"July","Alm, Torbjorn; Alsos, Inger Greve; Often, Anders","Norway, Alta, Finnmark, Altenes, under Svartberget.",70.0431,23.2711,23,0.0209,6.2,"BXA:BTI",5819362,153714,1,375.6,"NA","NA","NA",1,"Requested taxonID not active"
"batch01","TROM_V_42135","PNOR411-16","Carex atrofusca","Cyperaceae",241197,241197,,1995-08-04,"August","Sivertsen, Sigmund; Skifte, Ola","Norway, Tromso, Troms, Breivikeidet: Russevankskardet, vestsorvest av",69.645,19.3577,22,0.0255,30.3,"BXA:AQM",1593224,72208,68,14.6,7135,1,135.8,0,
"batch01","TROM_V_45674","PNOR604-16","Lemna trisulca","Araceae",161105,161105,,1995-08-10,"August","Alm, Torbjorn; Sommersel, Gunn-Anne","Norway, Kautokeino, Finnmark, Kautokeino: Guovdageaineatnu.",68.9437,22.933,23,0.0182,6.1,"BXA:BGI",5931078,166556,1,58,"NA","NA","NA",0,
"batch01","TROM_V_89844","PNOR270-16","Artemisia campestris","Asteraceae",72337,72337,,1995-09-07,"September","Vagen, Inger","Norway, Asker, Akershus, Blakstadbukta.",59.822,10.4713,22,0.0188,33.6,"BXA:BIM",9133576,151047,1,35.5,6359,1,79.6,0,
"batch01","TROM_V_64793","PNOR613-16","Callitriche cophocarpa","Plantaginaceae",119585,119585,,1995-09-10,"September","Alm, Torbjorn; Iversen, Marianne","Norway, Nesseby, Finnmark, Bergbyelva/Suovvejohka, ved bekken vest for Geatkegorsa.",70.2261,28.9733,23,0.0132,6.4,"BXA:BTD",7147022,125809,11,42.9,"NA","NA","NA",0,
"batch01","TROM_V_85570","PNOR1429-18","Diphasiastrum complanatum","Lycopodiaceae",34168,34168,,1995-09-29,"September","Kukkonen, Ilkka; Nurmi, K.A.","Finland, Satakunta, St. Saekylae, Iso-Saekylae village, Saekylae esker. C.200 m army shooting range, by road across the esker. 27degE 67782:2569.",61.062,22.324,23,0.0397,3.24,"CDM:APQ",8886536,148704,53,51.9,"NA","NA","NA",0,
"batch01","TROM_V_56933","PNOR1282-18","Asplenium adiantum-nigrum","Aspleniaceae",169373,169373,,1996-03-23,"March","Vagen, Inger","Norway, Finnoy: Utsyn ved Judaberg.",59.1717,5.8769,22,0.0218,33.4,"CDM:AVB",10646228,151540,51,31,"NA","NA","NA",0,
"batch01","TROM_V_50869","PNOR1666-18","Sedum anglicum","Crassulaceae",1155362,1155362,,1996-04-02,"April","Engelskjon, Torstein; Vagen, Inger","Norway, Flekkefjord, Vest-Agder, Hidra, ytterst ved Kalven, mellom kai-omradet og veg til Kalven gard.",58.1993,6.6266,22,0.0284,6.38,"CDM:AGY",9692514,149659,1,437,6179,1,315.5,0,
"batch01","TROM_V_89889","PNOR1521-18","Lamium album","Lamiaceae",53159,53159,,1996-06-11,"June","Vagen, Inger","Norway, Asker, Akershus, [Oslofjorden] Nyland stasjon, pa Grorudbanen.",59.9502,10.8708,22,0.0305,60.2,"CDM:AAZ",6734192,150531,1,93.9,"NA","NA","NA",0,
"batch01","TROM_V_89859","PNOR1375-18","Carex sylvatica","Cyperaceae",241234,241234,,1996-06-16,"June","Vagen, Inger","Norway, Konglungen.",59.8395,10.5077,22,0.0211,15.8,"CDM:ARZ",6360374,"NA","NA","NA",7852,1,356.2,0,
"batch01","TROM_V_59345","PNOR1695-18","Sorbus rupicola","Rosaceae",476181,476181,,1996-07-01,"July","Engelskjon, Torstein; Larsen, Ove; Vagen, Inger","Norway, Flekkefjord, Vest-Agder, Lega, Hidra.",58.2352,6.5559,21,0.04,104,"BXA:CHP",6760562,160321,1,101.6,6768,1,56.8,0,
"batch01","TROM_V_59411","PNOR1500-18","Hypericum pulchrum","Hypericaceae",626748,626748,,1996-07-05,"July","Engelskjon, Torstein; Vagen, Inger","Norway, Sokndal, Rogaland, Lund: Helvetesfossen, Nord.",58.2964,6.4664,22,0.0204,6.94,"CDM:AGF",8425450,138925,82,290.7,"NA","NA","NA",0,
"batch01","TROM_V_53981","PNOR573-16","Centaurea montana","Asteraceae",41537,41537,,1996-07-15,"July","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Loppa, Finnmark, Bergsfjord.",70.2531,21.7823,21,0.0257,17.8,"BXA:AGP",8462438,152488,1,48.6,7455,1,604.4,0,
"batch01","TROM_V_54667","NNOR1961-16","Carex salina","Cyperaceae",912502,912502,"Species corrected from the original Carex xsalina",1996-07-15,"July","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Loppa, Finnmark, Bergsfjord.",70.2442,21.782,20,0.023,13,"BMB:NB",13586900,"NA","NA","NA",6603,1,250.1,0,
"batch01","TROM_V_89892","PNOR1574-18","Pastinaca sativa","Apiaceae",4041,4041,,1996-07-19,"July","Vagen, Inger","Norway, Nesodden, Akershus, [Oslofjorden] Groruddalen, Sven Oftedalsvei (Bredtvedt).",59.9413,10.8703,22,0.0254,49.4,"BXA:CIP",13475012,149494,1,327,"NA","NA","NA",0,
"batch01","TROM_V_56348","PNOR798-16","Salix hastata subsp. subintegrifolia","Salicaceae",1891587,75710,"Used the TaxonID from S. hastata",1996-07-20,"July","Saetra, Hartvig","Norway, Kafjord, Troms, Kafjord: Nordmannvik, Steinliaksla.",69.6622,20.4715,22,0.0256,7.14,"BXA:BSS",7978132,155636,1,485.5,"NA","NA","NA",1,"Requested taxonID not active"
