"Project_name","Tromso_herbarium_code","BOLD_code","Species","Family","NCBI_TaxonID","NCBI_corrected_TaxonID","NCBI_TaxonID_note","Collection_date","Collection_month","Sample_collector","Sampling_location","Sampling_latitude","Sampling_longitude","Sample_age_when_extracted","Weight_of_extracted_material","Extraction_concentration_(ng/uL)","library","read_count","Chloroplast_length","Chloroplast_contigs","Chloroplast_coverage","nrDNA_length","nrDNA_contigs","nrDNA_coverage","CORRECTION","CORRECTION_COMMENT"
"batch01","TROM_V_42667","PNOR1285-18","Asplenium scolopendrium","Aspleniaceae",41964,41964,,1874-09-13,"September","Wulfsberg, N.","Norway, Varaldsoen",60.1179,5.9947,144,0.0289,1.8,"CDM:APS",13114986,"NA","NA","NA",8520,1,31.9,0,
"batch01","TROM_V_8381","PNOR1332-18","Carex disticha","Cyperaceae",240695,240695,,1904-06-26,"June","Fridtz, R. E. ","Norway, Buskerud, Hole, N. Sonerud",60.12,10.28,114,0.0552,1.44,"CDM:APL",11124454,"NA","NA","NA",6569,1,109.9,0,
"batch01","TROM_V_148646","PNOR539-16","Euphorbia cyparissias","Euphorbiaceae",38844,38844,,1905-06-24,"June","Rydningen, Kjell Johnny","Norway, Finnmark, Hammerfest, Kvaloya: Stromsneskrysset, Akkarfjord.",70.6132,23.6487,110,0.0215,80.8,"BXA:AKT",12358160,133685,10,134.5,9933,1,1528.2,0,
"batch01","TROM_V_135802","PNOR1464-18","Erysimum inconspicuum","Brassicaceae",910636,910636,,1906-06-20,"June","Haussen, Goffret","United States, Alaska, Arct. America. King Point.",61.1333,-149.917,112,0.0549,14.9,"CDM:ALK",11152870,154633,1,401.2,"NA","NA","NA",0,
"batch01","TROM_V_135882","PNOR1457-18","Erigeron muirii","Asteraceae",2042664,2042664,,1906-07-14,"July","Lindstrom, A.H.","Canada, Yukon Territory, Arct. America, Herschell Island.",69.5667,-139.0667,112,0.0483,24,"CDM:ADK",8125276,128847,5,50,"NA","NA","NA",0,
"batch01","TROM_V_20129","PNOR1708-18","Erigeron elongatus","Asteraceae",1591266,1591266,,1922-07-12,"July","Benum, Peter","Norway, Vefsn, Nordland, Halsoyhaugen.",65.8647,13.2026,96,0.0193,1.7,"CDM:AJT",9929650,152457,1,403.9,9502,1,86.7,0,
"batch01","TROM_V_109900","PNOR1492-18","Hordeum comosum","Poaceae",112517,112517,,1925-06-19,"June","Blom, Carl","Sweden, Skane, Lackalaenga.",55.78,13.11,93,0.0235,7.2,"CDM:AEE",9288516,111566,10,19.6,"NA","NA","NA",0,
"batch01","TROM_V_48897","PNOR1304-18","Bromus arvensis","Poaceae",55764,55764,,1926-07-09,"July","Benum, Peter","Norway, Vefsn: Halsoy, Nesbruket.",65.8647,13.2026,92,0.0223,15.4,"CDM:AUN",7516886,116555,10,25.7,7711,1,111.6,0,
"batch01","TROM_V_108162","PNOR1437-18","Echinochloa crus-galli","Poaceae",90397,90397,,1930-08-01,"August","Benum, Peter","Norway, Nord-Trondelag",63.7461,11.2977,88,0.0198,1.12,"CDM:API",10508412,139854,1,94.2,8218,1,483.1,0,
"batch01","TROM_V_135703","PNOR1168-17","Agrostis exarata","Poaceae",345915,345915,,1931-08-25,"August","Norberg, Ingv. L.","United States, Alaska, Aleutian Islands, Akutan whaling station.",54.1333,-165.7667,86,0.0297,20.8,"BXA:CCM",15659064,195044,1,30.1,7519,1,76.6,0,
"batch01","TROM_V_135758","PNOR1295-18","Barbarea orthoceras","Brassicaceae",669636,669636,,1932-06-04,"June","Norberg, Ingv. L.","United States, Alaska, SE. Alaska, Chichagof Isl. Hoonah.",58.1,-135.4333,86,0.0301,2.32,"CDM:AJD",9739900,154543,1,358.1,"NA","NA","NA",0,
"batch01","TROM_V_301404","PNOR1518-18","Kalmia polifolia","Ericaceae",45899,45899,,1932-06-17,"June","Norberg, Ingv. L.","United States, Alaska, Alaska, Chichago Isl. Hoonah.",58.11,-135.44,86,0.0409,1.92,"CDM:AJF",10328710,"NA","NA","NA",8055,1,581.3,0,
"batch01","TROM_V_135924","PNOR1597-18","Primula pumila","Primulaceae",669787,669787,,1934-06-10,"June","Norberg, Ingv. L.","United States, Alaska, Alautian Islands, Akutan.",54.1667,-165.9333,84,0.02,3.32,"CDM:AIW",11930940,151003,1,431.5,8309,1,61.9,0,
"batch01","TROM_V_135754","PNOR1314-18","Caltha palustris","Ranunculaceae",3449,3449,,1934-06-17,"June","Norberg, Ingv. L.","United States, Alaska, Aleutian Islands, Akutan.",54.1333,-165.7667,84,0.0228,7.36,"CDM:AEC",13792370,155271,1,96.8,"NA","NA","NA",0,
"batch01","TROM_V_135815","PNOR1519-18","Lagotis glauca","Plantaginaceae",669716,669716,,1934-07-08,"July","Norberg, Ingv. L.","United States, Alaska, Aleutian Islands, Akutan.",54.1667,-165.9333,84,0.0758,2.28,"CDM:AJI",15970136,152713,1,307.8,7744,1,438.2,0,
"batch01","TROM_V_300511","PNOR1277-18","Arnica unalaschcensis","Asteraceae",149412,149412,,1934-07-26,"July","Norberg, Ingv. L.","United States, Alaska, Akutan, Aleutian islands.",54.1667,-165.9333,84,0.0451,7.68,"CDM:ADZ",12240628,152274,1,62.6,"NA","NA","NA",0,
"batch01","TROM_V_88231","PNOR1283-18","Asplenium x adulterinum","Aspleniaceae",468249,468249,,1935-08-09,"August","Bjorlykke, Bj.","Norway, Bjorkedalen.",62.0057,6.0491,83,0.0251,4.71,"CDM:APT",11276590,"NA","NA","NA",7513,1,37.2,0,
"batch01","TROM_V_201866","PNOR1718-18","Triantha occidentalis","Tofieldiaceae",552844,552844,,1936-06-28,"June","Norberg, Ingv. L.","United States, Alaska, Prince William SD: Hinchinbrook J.",60.4143,-146.5772,81,0.0195,3.72,"CDM:AJU",10431568,128524,11,253.9,8201,1,371.3,0,
"batch01","TROM_V_135810","PNOR1573-18","Geum calthifolium","Rosaceae",61283,61283,,1937-06-28,"June","Norberg, Ingv. L.","United States, Alaska, Prince William SD., Hinchinbrook I.",60.4167,-146.5667,81,0.0518,1.07,"CDM:AJG",17149662,131012,13,252.7,7724,1,553.2,0,
"batch01","TROM_V_135781","PNOR1271-18","Arctanthemum arcticum","Asteraceae",99030,99030,,1937-07-08,"July","Norberg, Ingv. L.","United States, Alaska, Prince William Sound, Hinchinbrook Island.",60.4,-146.5667,81,0.0457,9.32,"CDM:AEB",10238210,127365,7,73.8,"NA","NA","NA",0,
"batch01","TROM_V_135752","PNOR1313-18","Caltha leptosepala","Ranunculaceae",253622,253622,,1938-06-26,"June","Norberg, Ingv. L.","United States, Alaska, Prince William Sound, Orca.",60.5667,-145.7333,80,0.0345,14.4,"CDM:ALH",8493902,130701,11,35.1,"NA","NA","NA",0,
"batch01","TROM_V_201564","PNOR1450-18","Elymus sibiricus","Poaceae",52830,52830,,1938-07-31,"July","Norberg, Ingv. L.","United States, Alaska, Prince William Sound: Orca.",60.64,-146.22,80,0.0236,10.1,"CDM:ALJ",12015268,"NA","NA","NA",8160,1,54.7,0,
"batch01","TROM_V_135755","PNOR1299-18","Boechera holboellii","Brassicaceae",93890,93890,,1939-07-25,"July","Porsild, Morten P.","Greenland, Den danske arktiske station, Disko.",69.25,-53.55,79,0.0624,8.64,"CDM:AED",9612880,155245,1,357.4,"NA","NA","NA",0,
"batch01","TROM_V_25179","PNOR606-16","Berteroa incana","Brassicaceae",228874,228874,,1944-07-16,"July","Benum, Peter","Norway, Troms, Harstad, Harstad: Trondenes: ved hagemur i Trondenes-",68.8035,16.54,74,0.0213,7.28,"BXA:AVR",8196732,127090,7,77.7,"NA","NA","NA",0,
"batch01","TROM_V_66951","PNOR331-16","Aethusa cynapium","Apiaceae",40954,40954,,1944-08-30,"August","Benum, Peter","Norway, Vefsn, Nordland, Vefsn: Mosjoen, Vollan, ved tysk brakketomt.",65.8511,13.1926,74,0.0198,13.7,"BXA:ALT",13736968,128348,14,122.7,"NA","NA","NA",0,
"batch01","TROM_V_142396","PNOR607-16","Bidens tripartita","Asteraceae",51276,51276,,1948-08-30,"August","Benum, Peter","Norway, Vefsn, Nordland, Vollan.",65.8511,13.1926,70,0.0218,7.16,"BXA:BVC",8154708,150555,1,46.5,"NA","NA","NA",0,
"batch01","TROM_V_300360","PNOR1265-18","Antennaria rosea","Asteraceae",669622,669622,,1950-06-18,"June","Cody, W. J.; Loan, C.C.","Canada, Northwest Territories, Mackenzie District, Ft. Smith.",60,-111.8833,68,0.0493,15,"CDM:ADG",12794902,121216,8,15.5,"NA","NA","NA",0,
"batch01","TROM_V_135910","PNOR1641-18","Salix discolor","Salicaceae",75709,75709,,1950-07-02,"July","Findlay, W.I.; Gillett, J.M.","Canada, Labrador, Goose Bay.",53.3,-60.4167,68,0.0262,1.52,"CDM:AIY",14373806,126971,5,259,8019,1,562.8,0,
"batch01","TROM_V_43901","PNOR1236-18","Abies balsamea","Pinaceae",90345,90345,,1950-07-04,"July","Benum, Peter","Norway, Donnes: Planta under Donnesfjell.",66.2015,12.5677,68,0.0426,5.92,"CDM:AOZ",8684086,117076,28,28.7,7440,1,49.1,0,
"batch01","TROM_V_135876","PNOR1510-18","Juncus brevicaudatus","Juncaceae",308410,308410,,1950-08-02,"August","Findlay, W.I.; Gillett, J.M.","Canada, Labrador, Goose Bay.",53.2833,-60.35,68,0.0399,1.85,"CDM:AJL",5373872,"NA","NA","NA",7404,1,61.1,0,
"batch01","TROM_V_130692","PNOR286-16","Poa chaixii","Poaceae",269367,269367,,1951-06-17,"June","Nordhagen, Rolf","Norway, Oslo, Stor-Oslo: Bogstad, i parken",59.9658,10.6362,67,0.0239,6.56,"BXA:CAS",10619924,135659,1,42.2,"NA","NA","NA",0,
"batch01","TROM_V_201850","PNOR1712-18","Tephroseris frigida","Asteraceae",395326,395326,,1951-07-24,"July","Findlay, W.I.","Canada, Coppermine.",67.8333,-115.1667,67,0.0163,10.9,"CDM:ABT",9977234,150638,1,205.6,"NA","NA","NA",0,
"batch01","TROM_V_145699","PNOR1293-18","Avena fatua","Poaceae",4499,4499,,1951-09-17,"September","Fondal, Einar","Norway, Sor-Trondelag, Skaun, Buvik : Buvik Molle.Midtre omrade.",63.311,10.16,67,0.0286,4.54,"CDM:APO",7822582,213774,1,30.1,8006,1,276.2,0,
"batch01","TROM_V_300501","PNOR1275-18","Arnica lessingii","Asteraceae",436204,436204,,1953-08-08,"August","Gjaerevoll, Olav","United States, Alaska, Central Yukon R. District: Sourdough Mts.",65.3667,-146.4167,65,0.0287,9.84,"CDM:AEA",8437400,128029,6,37.5,"NA","NA","NA",0,
"batch01","TROM_V_90143","PNOR1714-18","Tephroseris yukonensis","Asteraceae",152003,152003,,1953-08-08,"August","Gjaerevoll, Olav","United States, Alaska, Central Yukon R. district: Sourdough Mts.",61.413,-142.732,65,0.0411,60,"CDM:ABU",8840392,301492,1,34.5,"NA","NA","NA",0,
"batch01","TROM_V_80050","PNOR178-16","Amaranthus retroflexus","Amaranthaceae",124763,124763,,1953-08-21,"August","Apold, Wilhelm","Norway, Hamaroy, Nordland, Hmaroy, Hellansas.",68.1415,15.6859,65,0.0419,9.04,"CDM:AEO",10392866,150703,1,260.2,"NA","NA","NA",0,
"batch01","TROM_V_135738","PNOR1244-18","Actaea rubra","Ranunculaceae",64024,64024,,1953-08-29,"August","Gjaerevoll, Olav","United States, Alaska, Alaska Range, Richardson Highway, mile 227.",64.035,-145.7319,65,0.0291,3.22,"CDM:AJE",9902428,133421,3,39.5,"NA","NA","NA",0,
"batch01","TROM_V_13198","PNOR700-16","Antennaria nordhageniana","Asteraceae",49064,49064,,1954-08-13,"August","Rune, Olof; Ronning, Olaf I.","Norway, Karasjok, Finnmark, Mt. Suoidnegaissa, SE-slope.",69.854,25.8552,64,0.0348,20.8,"CDM:AMF",10731674,184044,33,21.9,"NA","NA","NA",0,
"batch01","TROM_V_16951","NNOR1808-15","Heracleum persicum x sphondylium","Apiaceae",1623456,40917,"Used the TaxonID from Heracleum",1956-09-22,"September","Skifte, Ola","Norway, Tromso, Troms, Tatt utfor hagegjerdet ved St. Elisabeths hospital.",69.6452,18.9401,60,0.0222,46.1,"BMB:DL",8268002,149467,1,204.5,7874,1,415.6,1,"Requested taxonID not active"
"batch01","TROM_V_83896","PNOR402-16","Rubus grabowskii","Rosaceae",1546422,1546422,,1957-07-26,"July","Olsson, Olof","Sweden, Blekinge, Foerkaerla: Enegarden.",56.1977,15.4339,61,0.033,9.08,"CDM:AXT",6455860,111752,45,16.1,9539,1,79,0,
"batch01","TROM_V_135868","PNOR1460-18","Eriophorum callitrix","Cyperaceae",669688,669688,,1958-07-16,"July","Holmen, Kjeld; Laegaard, Simon","Greenland, Groenlandia orientalis, Gaseland, Faxe So.",70.25,-29,60,0.0237,3.08,"CDM:AJK",8896000,"NA","NA","NA",7249,1,695.6,0,
"batch01","TROM_V_74211","PNOR1331-18","Carex disperma","Cyperaceae",312740,312740,,1958-07-28,"July","Kaasa, Inger; Kaasa, Jon","Norway, Naer Pasvikelva inn for grensepel 109, ca. 5 km SW for Skogfoss.",69.351,29.6166,60,0.0211,4.53,"CDM:APM",10512406,"NA","NA","NA",7698,1,1128.3,0,
"batch01","TROM_V_13417","PNOR1300-18","Sceptridium multifidum","Ophioglossaceae",41914,41914,,1958-08-24,"August","Lanes, Kristian","Norway, Mestervik, Kristofferseter.",69.3368,18.9303,60,0.0513,26,"CDM:ATM",8294804,8668,15,12.3,"NA","NA","NA",0,
"batch01","TROM_V_12114","PNOR1319-18","Carex acutiformis","Cyperaceae",140783,140783,,1959-08-22,"August","Engelskjon, Torstein","Norway, ostre Baerum, Tjernsrudtjern, NE-vika.",59.9266,10.619,59,0.0281,17.8,"CDM:AVR",10342508,"NA","NA","NA",7654,1,287.5,0,
"batch01","TROM_V_48865","PNOR1303-18","Briza maxima","Poaceae",29665,29665,,1960-08-11,"August","Cristofferson, John","Sweden, Smaland, Smaland: Ljunga socken.",56.74,13.96,58,0.0181,7.66,"CDM:AOX",8491122,214234,1,38.6,7855,1,236.3,0,
"batch01","TROM_V_135913","PNOR933-17","Salix prolixa","Salicaceae",1510611,1510611,,1961-06-27,"June","Cody, W. J.; Spicer, D.P.","Canada, Northwest Territories, Mackenzie District, Fort Simpson.",61.8667,-121.3667,57,0.0342,11.6,"CDM:AKZ",9787216,135877,24,59.5,"NA","NA","NA",0,
"batch01","TROM_V_90477","PNOR1290-18","Astragalus tenellus","Fabaceae",90222,90222,,1961-07-06,"July","Cody, W. J.; Spicer, K.W.","Canada, Northwest Territories; Mackenzie District, at mouth of Harris Creek on Mckenzie River, opposite Fort Simpson.",61.8667,-121.3667,57,0.0337,24,"CDM:ADL",14150798,122461,1,316.8,"NA","NA","NA",0,
"batch01","TROM_V_135853","PNOR1603-18","Puccinellia arctica","Poaceae",368339,368339,,1962-07-19,"July","Savile, D.B.O.","Canada, Northwest Territories, Franklin District, Ellesmere Island, 1 mile N of Hazen Camp.",81.8167,-71.35,56,0.0464,16,"CDM:ADH",12116744,114839,7,29.4,"NA","NA","NA",0,
"batch01","TROM_V_109902","PNOR1247-18","Agropyron cristatum","Poaceae",4593,4593,,1963-06-18,"June","Oinonen, V.J. ","Finland, Uusimaa, [Nylandia] N. Helsinki. Pasila. Dumping ground.",60.2,24.93,55,0.0395,33.5,"CDM:ATA",7206628,135458,1,18.3,7359,1,110.7,0,
"batch01","TROM_V_135865","PNOR1449-18","Elymus macrourus","Poaceae",669672,669672,,1963-07-25,"July","Cody, W. J.","Canada, Northwest Territories, MacKenzie District, Reindeer Station. East Branch Mackenzie River.",68.7,-134.1333,55,0.0452,11.6,"CDM:ALO",8376122,13899,8,12.1,6269,1,14.3,0,
"batch01","TROM_V_135695","PNOR1116-17","Deschampsia brevifolia","Poaceae",368347,368347,,1963-07-25,"July","Fredskild, Bent","Greenland, Groenlandia septentrionalis: Peary Land, Nedre Midsommerso.",82.2167,-33.6667,55,0.0138,7.6,"CDM:AEQ",9056064,135331,1,51.5,"NA","NA","NA",0,
"batch01","TROM_V_90521","PNOR932-17","Hedysarum alpinum","Fabaceae",57576,57576,,1963-07-28,"July","Cody, W. J.","Canada, Northwest Territories: Mackenzie District, Reindeer Station, East Branch of Mackenzie River.",68.7,-134.1333,55,0.023,56.4,"CDM:AMX",12052986,121311,1,225.6,7476,1,327.2,0,
"batch01","TROM_V_68187","NNOR1972-16","Antennaria dioica","Asteraceae",49054,49054,,1963-09-01,"September","Skifte, Ola","Norway, Nordreisa, Troms, Javreoaivit (nordaust).",69.5463,21.2564,53,0.0281,93.8,"BMB:MM",11948400,127256,7,29.8,9196,1,33.1,0,
"batch01","TROM_V_135412","NNOR2116-16","Taraxacum pectinatiforme","Asteraceae",1891605,49743,"Used the TaxonID from Taraxacum",1964-05-30,"May","Sahlin, C.I.","Norway, Tromso, Troms, Tromsoysund herred, pa Tromsoya i folkeparken pa stranden av Telegrafbukta.",69.6317,18.9083,53,0.0344,2.9,"BXA:BMA",8393334,151340,1,60,6794,1,519.4,1,"Requested taxonID not active"
"batch01","TROM_V_58805","PNOR1717-18","Thuja plicata","Cupressaceae",3316,3316,,1964-06-12,"June","Grimsgard, Oyvind Holst","Sweden, Orebro, Oeland.",56.6644,16.611,54,0.0221,12.7,"CDM:ATC",6455600,40492,17,10.5,8407,1,13.7,0,
"batch01","TROM_V_86278","PNOR645-16","Veratrum album","Melanthiaceae",50243,50243,,1964-06-30,"June","Skifte, Astha; Skifte, Ola","Norway, Berlevag, Finnmark, Trollfjorden [Gulgofjorden], gravelly banks of main river Gaselva [Cuonjejohka].",70.6687,28.6647,54,0.021,6.7,"BXA:CAK",12734210,153678,1,489.2,"NA","NA","NA",0,
"batch01","TROM_V_135854","PNOR1600-18","Puccinellia nutkaensis","Poaceae",669795,669795,,1964-07-05,"July","Hansen, Carlo; Petersen, P. Milan; Smitinand, Tem","Greenland, Tasermiut, head of the fiord.",60.5333,-44.5333,54,0.0353,21.6,"CDM:ALL",10826428,135831,1,51.4,6352,1,48.3,0,
"batch01","TROM_V_135643","PNOR454-16","Taraxacum tenebricans","Asteraceae",511106,511106,,1965-06-13,"June","Sahlin, C.I.","Norway, Nordland, Narvik, I sand vid Fagernaes.",68.4425,17.4507,53,0.0264,18.3,"BXA:BDR",4762056,151340,1,59.2,"NA","NA","NA",0,
"batch01","TROM_V_135767","PNOR1389-18","Cerastium fontanum","Caryophyllaceae",230722,230722,,1965-07-25,"July","Hansen, Carlo; Petersen, P. Milan","Greenland, Groenlandia meridionalis, Chr. IV Island, Qasiissat nua.",60.1167,-44.0833,53,0.0293,9.9,"CDM:AGT",9267302,148734,1,60.1,10054,1,192.5,0,
"batch01","TROM_V_135749","PNOR1273-18","Potentilla egedei","Rosaceae",669785,669785,,1965-07-25,"July","Johansen, Johannes","Greenland, Groenlandia occidentalis, Neria Fjord.",61.6333,-48.5667,53,0.0263,6.74,"CDM:AGS",10476894,155644,1,382.5,"NA","NA","NA",0,
"batch01","TROM_V_90484","PNOR931-17","Salix serissima","Salicaceae",1120560,1120560,,1965-08-05,"August","Cody, W. J.","Canada, Northwest Territories: Mackenzie District, Ring Lake, east of Slave River.",61.2333,-113.1333,53,0.0318,7.8,"CDM:AFB",9545346,128066,7,177,"NA","NA","NA",0,
"batch01","TROM_V_135697","PNOR1165-17","Carex trisperma","Cyperaceae",312777,312777,,1965-08-15,"August","Laegaard, Simon","Greenland, Groenlandia occidentalis, Kangerdluarssukasik.",61.9167,-49.3,53,0.0169,3.54,"CDM:AKR",13477992,"NA","NA","NA",7633,1,842.6,0,
"batch01","TROM_V_90480","PNOR1710-18","Symphyotrichum ciliolatum","Asteraceae",526930,526930,,1965-08-16,"August","Cody, W. J.","Canada, Northwest Territories: Mackenzie District, Fortm Smith",60.0167,-111.8667,53,0.0285,29,"CDM:ADM",9794136,131277,10,51.4,"NA","NA","NA",0,
"batch01","TROM_V_69697","PNOR332-16","Anethum graveolens","Apiaceae",40922,40922,,1965-10-02,"October","Anderssen, Harald","Norway, Bodo, Nordland, Bodo, Bodin, Hammerviken.",67.2761,14.3389,52,0.0215,30.1,"BXA:ALG",11125774,153661,1,399.5,9874,1,892.4,0,
"batch01","TROM_V_135872","PNOR1489-18","Hierochloe odorata subsp. arctica","Poaceae","1426240","1426240","Taxonid corrected from 1426244",1966-06-23,"June","Jorgensen, Lise Bolt; Larsson, Signe","Greenland, Groenlandia occinentalis, Nigerdleq.",62.0667,-49.3333,52,0.0242,24,"CDM:ADI",7470392,48469,16,13.3,"NA","NA","NA",0,
"batch01","TROM_V_103356","PNOR1365-18","Carex pilulifera","Cyperaceae",140848,140848,,1966-06-29,"June","Barfod, Knud","Denmark, Sjaelland, Radvad, N-Sjaelland.",55.81,12.56,52,0.0253,8.66,"CDM:AOT",9691184,"NA","NA","NA",8681,1,783.8,0,
"batch01","TROM_V_135897","PNOR1643-18","Salix krylovii","Salicaceae",1114889,1114889,,1966-07-21,"July","Hatsko, L. F.","Russian Federation, Chukotka Autonomous Okrug, Central Chukotka Highland, Watershed of river Kuaekvun, river N. Umkryniaet.",65.7667,171.65,52,0.0371,9.76,"CDM:AGV",8012008,155564,1,123.5,8832,1,497.9,0,
"batch01","TROM_V_128883","PNOR285-16","Vahlodea atropurpurea","Poaceae",335190,335190,,1966-07-25,"July","Engelskjon, Torstein","Norway, Alta, Finnmark, Langfjordbotn: Russdal, 1 km fra brua over hovedveien, i bunnen 60 m.o.h.",70.0461,22.2472,52,0.0154,7.32,"BXA:CAL",14166492,135807,1,84.8,"NA","NA","NA",0,
"batch01","TROM_V_201508","PNOR1456-18","Erigeron alpiniformis","Asteraceae",2042662,2042662,,1966-08-08,"August","Gravesen, Palle; Hansen, Carlo","Greenland, Chr. IV o: Tasiussaq.",60.1,-43.7833,52,0.0291,20.4,"CDM:ABV",6120504,118560,8,16.6,"NA","NA","NA",0,
"batch01","TROM_V_145498","NNOR2118-16","Taraxacum oreinum","Asteraceae",1891604,49743,"Used the TaxonID from Taraxacum",1967-06-30,"June","Borgen, Liv; Engelskjon, Torstein","Norway, Tana, Finnmark, Rustefjelbma, eng W for kapellet.",70.3963,28.1885,50,0.0229,11.4,"BXA:BMB",9480818,151040,1,113.1,6190,1,350,1,"Requested taxonID not active"
"batch01","TROM_V_135938","PNOR1672-18","Senecio triangularis","Asteraceae",462567,462567,,1967-07-27,"July","W. J. Cody,","Canada, Northwest Territories, Northwest Territories, Mackenzie District, Mackenzie Mountains, 5 miles SE O`Grady Lake.",62.9975,-129.0472,51,0.0276,29.8,"CDM:ACD",8979940,127192,12,24.2,"NA","NA","NA",0,
"batch01","TROM_V_61105","PNOR1436-18","Dupontia fisheri subsp. pelligera","Poaceae",376119,376119,,1967-07-31,"July","Borgen, Liv; Engelskjon, Torstein","Norway, Bjornoya, NE-kysten: Haugtjornene, ostligste, ved E-bredden",74.5108,19.1122,51,0.0236,21.6,"CDM:ALE",9373222,273008,1,22.2,7607,1,34.8,0,
"batch01","TROM_V_48518","PNOR1681-18","Silene involucrata subsp. tenella","Caryophyllaceae",1301456,1301456,,1967-08-07,"August","Borgen, Liv; Engelskjon, Torstein","Norway, Nordenskiold Land, Svalbard, Advent Bay distrikt: Todalen utlopet, nordostsiden mot veien i Adventdalen.",78.1757,15.9224,51,0.0218,5.84,"CDM:AEG",8283424,149892,1,44.6,"NA","NA","NA",0,
"batch01","TROM_V_63342","PNOR919-17","Cardamine nymanii","Brassicaceae",82354,82354,,1967-08-07,"August","Borgen, Liv; Engelskjon, Torstein","Norway, Nordenskiold Land, Svalbard, Advent Bay distr.: Adventdalen - Todalen, i dalbunnen ved hovedveien NW for Todalelvas delta.",78.1902,15.8754,50,0.0269,17.6,"BXA:CDQ",12137482,154552,1,349.2,8471,1,83.3,0,
"batch01","TROM_V_129958","PNOR177-16","Lolium temulentum","Poaceae",34176,34176,,1968-09-03,"September","Anderssen, Harald","Norway, Bodo, Nordland, Breivika.",67.2762,14.3621,50,0.0183,6.64,"BXA:CBB",13760806,135231,1,106.3,"NA","NA","NA",0,
"batch01","TROM_V_56285","PNOR1323-18","Carex atherodes","Cyperaceae",912382,912382,,1969-07-18,"July","Kalevi Alho, Unto Laine,","Finland, Kainuu, Finland: Ostrobottnia kajanensis (OK), Paltamo, Mieslahti.",64.39,27.9,49,0.0311,16.7,"CDM:AVP",7834018,"NA","NA","NA",6825,1,515.4,0,
"batch01","TROM_V_17052","PNOR1697-18","Sorbus subsimilis","Rosaceae",2005313,2005313,,1969-07-20,"July","Sirnes, Johan","Norway, Rogaland, Lund, Haukland.",58.4605,6.5447,48,0.0302,4.92,"CDM:AHT",12490668,130366,18,63.7,6370,1,101.3,0,
"batch01","TROM_V_145582","PNOR1454-18","Equisetum telmateia","Equisetaceae",3260,3260,,1969-07-24,"July","Jacobsen, Niels; Svendsen, Jette","Denmark, Vrangeskov,north of Ringsted.",55.49,11.8,49,0.0375,35.9,"CDM:AVL",14038570,132634,1,34.5,"NA","NA","NA",0,
"batch01","TROM_V_112459","PNOR1391-18","Cerastium semidecandrum","Caryophyllaceae",271564,271564,,1970-05-15,"May","Jacobsen, Niels","Denmark, Sjaelland, Zealand: Staengehus in Asserbo Plantage. (T.B.U. Distr. 45b)",56.03,12.01,48,0.022,7.66,"CDM:AGD",6827540,148655,1,104,"NA","NA","NA",0,
"batch01","TROM_V_49036","PNOR1306-18","Bromus racemosus","Poaceae",55767,55767,,1970-06-16,"June","Jeppesen, Stig; Holm-Nielsen, Lauritz","Denmark, Danmark: Voervadsbro S of Rye.",56.01,9.71,48,0.0369,30.8,"CDM:AUL",11476860,215210,1,26.6,8326,1,321.9,0,
"batch01","TROM_V_165368","PNOR1555-18","Melampyrum cristatum","Orobanchaceae",439140,439140,,1970-06-18,"June","Brynhild Vorren,","Sweden, Gotland, Gotland, Kvie.",57.33,18.37,48,0.0203,7.4,"CDM:AGR",17119048,143976,1,422,9542,1,418.6,0,
"batch01","TROM_V_157709","PNOR1647-18","Poterium sanguisorba","Rosaceae",137456,137456,,1970-06-20,"June","Jacobsen, Niels","Denmark, Nakke Hage, E of Nykobing.",55.9,11.74,48,0.0245,1.93,"CDM:AHU",10554100,"NA","NA","NA",7122,1,399.3,0,
"batch01","TROM_V_163566","PNOR1491-18","Hippocrepis emerus","Fabaceae",72429,72429,,1970-06-21,"June","Vorren, B. ","Sweden, Gotland, Kraklingbo, Torsburgen",57.41,18.72,48,0.0209,23.2,"CDM:ABI",8809944,151130,1,225.1,"NA","NA","NA",0,
"batch01","TROM_V_49157","PNOR1309-18","Calamagrostis arundinacea","Poaceae",389630,389630,,1970-07-10,"July","Jorgensen, Inger Bolt; Hansen, Carsten Gottlieb; Svendsen, Jette","Denmark, Danmark: Jylland: Orekjaer, Silkeborg Sonderskov.",56.12,9.6,48,0.02868,17.9,"CDM:AUI",7131232,"NA","NA","NA",6434,1,187.3,0,
"batch01","TROM_V_100672","PNOR1572-18","Papaver dubium","Papaveraceae",357469,357469,,1970-07-14,"July","Lauritz Holm-Nielsen, Peder Pedersen,","Denmark, Ebeltoft, Djursland.",56.33,10.74,48,0.0214,28.4,"BXA:CIQ",12938880,152909,1,92.7,"NA","NA","NA",0,
"batch01","TROM_V_128128","PNOR1452-18","Epipactis palustris","Orchidaceae",210730,210730,,1970-07-24,"July","Lauritz Holm-Nielsen,","Denmark, S of Loegstoer, limestone soil along the coast.",56.96,9.24,48,0.0236,17,"BXA:CHM",7909854,126762,11,30.5,"NA","NA","NA",0,
"batch01","TROM_V_170159","PNOR1687-18","Sisymbrium officinale","Brassicaceae",203582,203582,,1970-07-31,"July","Svendsen, Jette","Denmark, Zealand: Dyrehaven, Copenhagen. Roadside:",55.673,12.518,48,0.0191,27.8,"BXA:CHT",7966772,153915,1,441.1,"NA","NA","NA",0,
